allele_id,allele_name,allele_type,allele_description,dna_changes,aa_changes
S000005610-KanMX,lpx1,Disruption marked with KanMX,NA,NA,NA
S000005611-KanMX,ost3,Disruption marked with KanMX,NA,NA,NA
S000005612-KanMX,tcb1,Disruption marked with KanMX,NA,NA,NA
S000005613-KanMX,yvc1,Disruption marked with KanMX,NA,NA,NA
S000005615-KanMX,vps21,Disruption marked with KanMX,NA,NA,NA
S000005616-KanMX,ptc5,Disruption marked with KanMX,NA,NA,NA
S000005617-KanMX,tma46,Disruption marked with KanMX,NA,NA,NA
S000005618-KanMX,ecm3,Disruption marked with KanMX,NA,NA,NA
S000005619-KanMX,yor093c,Disruption marked with KanMX,NA,NA,NA
S000005620-KanMX,arf3,Disruption marked with KanMX,NA,NA,NA
S000001088-KanMX,inm1,Disruption marked with KanMX,NA,NA,NA
S000001089-KanMX,aap1,Disruption marked with KanMX,NA,NA,NA
S000001090-KanMX,yhk8,Disruption marked with KanMX,NA,NA,NA
S000001091-KanMX,fsh1,Disruption marked with KanMX,NA,NA,NA
S000003532-KanMX,yhr049c-a,Disruption marked with KanMX,NA,NA,NA
S000001092-KanMX,smf2,Disruption marked with KanMX,NA,NA,NA
S000001093-KanMX,cox6,Disruption marked with KanMX,NA,NA,NA
S000001099-KanMX,cpr2,Disruption marked with KanMX,NA,NA,NA
S000001102-KanMX,vma22,Disruption marked with KanMX,NA,NA,NA
S000001103-KanMX,gic1,Disruption marked with KanMX,NA,NA,NA
S000001108-KanMX,ssf1,Disruption marked with KanMX,NA,NA,NA
S000001115-KanMX,osh3,Disruption marked with KanMX,NA,NA,NA
S000001117-KanMX,ppe1,Disruption marked with KanMX,NA,NA,NA
S000001118-KanMX,ptc7,Disruption marked with KanMX,NA,NA,NA
S000001119-KanMX,nmd2,Disruption marked with KanMX,NA,NA,NA
S000001120-KanMX,yhr078w,Disruption marked with KanMX,NA,NA,NA
S000001121-KanMX,ire1,Disruption marked with KanMX,NA,NA,NA
S000001122-KanMX,yhr080c,Disruption marked with KanMX,NA,NA,NA
S000001123-KanMX,lrp1,Disruption marked with KanMX,NA,NA,NA
S000001124-KanMX,ksp1,Disruption marked with KanMX,NA,NA,NA
S000001128-KanMX,nam8,Disruption marked with KanMX,NA,NA,NA
S000001129-KanMX,rtc3,Disruption marked with KanMX,NA,NA,NA
S000001133-KanMX,msr1,Disruption marked with KanMX,NA,NA,NA
S000001134-KanMX,hxt4,Disruption marked with KanMX,NA,NA,NA
S000001135-KanMX,aht1,Disruption marked with KanMX,NA,NA,NA
S000001136-KanMX,hxt1,Disruption marked with KanMX,NA,NA,NA
S000001137-KanMX,yhr095w,Disruption marked with KanMX,NA,NA,NA
S000001138-KanMX,hxt5,Disruption marked with KanMX,NA,NA,NA
S000001139-KanMX,yhr097c,Disruption marked with KanMX,NA,NA,NA
S000001142-KanMX,gep4,Disruption marked with KanMX,NA,NA,NA
S000001145-KanMX,sbe22,Disruption marked with KanMX,NA,NA,NA
S000001146-KanMX,gre3,Disruption marked with KanMX,NA,NA,NA
S000001147-KanMX,ypt35,Disruption marked with KanMX,NA,NA,NA
S000001148-KanMX,trr2,Disruption marked with KanMX,NA,NA,NA
S000001150-KanMX,gga2,Disruption marked with KanMX,NA,NA,NA
S000001151-KanMX,ctm1,Disruption marked with KanMX,NA,NA,NA
S000001152-KanMX,erp5,Disruption marked with KanMX,NA,NA,NA
S000001153-KanMX,uba4,Disruption marked with KanMX,NA,NA,NA
S000001154-KanMX,yhr112c,Disruption marked with KanMX,NA,NA,NA
S000001155-KanMX,ape4,Disruption marked with KanMX,NA,NA,NA
S000001156-KanMX,bzz1,Disruption marked with KanMX,NA,NA,NA
S000001157-KanMX,dma1,Disruption marked with KanMX,NA,NA,NA
S000001158-KanMX,cox23,Disruption marked with KanMX,NA,NA,NA
S000001159-KanMX,tom71,Disruption marked with KanMX,NA,NA,NA
S000001162-KanMX,msh1,Disruption marked with KanMX,NA,NA,NA
S000001163-KanMX,lsm12,Disruption marked with KanMX,NA,NA,NA
S000001165-KanMX,ept1,Disruption marked with KanMX,NA,NA,NA
S000001166-KanMX,ndt80,Disruption marked with KanMX,NA,NA,NA
S000001167-KanMX,yhr125w,Disruption marked with KanMX,NA,NA,NA
S000001168-KanMX,ans1,Disruption marked with KanMX,NA,NA,NA
S000001171-KanMX,arp1,Disruption marked with KanMX,NA,NA,NA
S000001172-KanMX,yhr130c,Disruption marked with KanMX,NA,NA,NA
S000001174-KanMX,ecm14,Disruption marked with KanMX,NA,NA,NA
S000001175-KanMX,nsg1,Disruption marked with KanMX,NA,NA,NA
S000001176-KanMX,wss1,Disruption marked with KanMX,NA,NA,NA
S000001177-KanMX,yck1,Disruption marked with KanMX,NA,NA,NA
S000001178-KanMX,spl2,Disruption marked with KanMX,NA,NA,NA
S000001179-KanMX,aro9,Disruption marked with KanMX,NA,NA,NA
S000001180-KanMX,yhr138c,Disruption marked with KanMX,NA,NA,NA
S000001181-KanMX,sps100,Disruption marked with KanMX,NA,NA,NA
S000003533-KanMX,yhr139c-a,Disruption marked with KanMX,NA,NA,NA
S000005187-KanMX,sla2,Disruption marked with KanMX,NA,NA,NA
S000005186-KanMX,atg2,Disruption marked with KanMX,NA,NA,NA
S000005185-KanMX,zwf1,Disruption marked with KanMX,NA,NA,NA
S000005183-KanMX,lap3,Disruption marked with KanMX,NA,NA,NA
S000005182-KanMX,kex2,Disruption marked with KanMX,NA,NA,NA
S000005181-KanMX,ytp1,Disruption marked with KanMX,NA,NA,NA
S000005180-KanMX,sin4,Disruption marked with KanMX,NA,NA,NA
S000005179-KanMX,ynl235c,Disruption marked with KanMX,NA,NA,NA
S000005178-KanMX,ynl234w,Disruption marked with KanMX,NA,NA,NA
S000005177-KanMX,bni4,Disruption marked with KanMX,NA,NA,NA
S000005175-KanMX,pdr16,Disruption marked with KanMX,NA,NA,NA
S000005174-KanMX,ela1,Disruption marked with KanMX,NA,NA,NA
S000005173-KanMX,ure2,Disruption marked with KanMX,NA,NA,NA
S000005172-KanMX,ynl228w,Disruption marked with KanMX,NA,NA,NA
S000005170-KanMX,ynl226w,Disruption marked with KanMX,NA,NA,NA
S000005171-KanMX,jjj1,Disruption marked with KanMX,NA,NA,NA
S000005169-KanMX,cnm67,Disruption marked with KanMX,NA,NA,NA
S000005168-KanMX,sqs1,Disruption marked with KanMX,NA,NA,NA
S000005167-KanMX,atg4,Disruption marked with KanMX,NA,NA,NA
S000005163-KanMX,alg9,Disruption marked with KanMX,NA,NA,NA
S000005162-KanMX,mgs1,Disruption marked with KanMX,NA,NA,NA
S000005161-KanMX,ynl217w,Disruption marked with KanMX,NA,NA,NA
S000005159-KanMX,ies2,Disruption marked with KanMX,NA,NA,NA
S000005158-KanMX,pex17,Disruption marked with KanMX,NA,NA,NA
S000005157-KanMX,rrg9,Disruption marked with KanMX,NA,NA,NA
S000005156-KanMX,vid27,Disruption marked with KanMX,NA,NA,NA
S000005155-KanMX,ynl211c,Disruption marked with KanMX,NA,NA,NA
S000005152-KanMX,ynl208w,Disruption marked with KanMX,NA,NA,NA
S000005150-KanMX,rtt106,Disruption marked with KanMX,NA,NA,NA
S000005149-KanMX,ynl205c,Disruption marked with KanMX,NA,NA,NA
S000005148-KanMX,sps18,Disruption marked with KanMX,NA,NA,NA
S000005146-KanMX,sps19,Disruption marked with KanMX,NA,NA,NA
S000005147-KanMX,ynl203c,Disruption marked with KanMX,NA,NA,NA
S000005145-KanMX,psy2,Disruption marked with KanMX,NA,NA,NA
S000005144-KanMX,ynl200c,Disruption marked with KanMX,NA,NA,NA
S000005143-KanMX,gcr2,Disruption marked with KanMX,NA,NA,NA
S000005142-KanMX,ynl198c,Disruption marked with KanMX,NA,NA,NA
S000005141-KanMX,whi3,Disruption marked with KanMX,NA,NA,NA
S000005140-KanMX,slz1,Disruption marked with KanMX,NA,NA,NA
S000005139-KanMX,ynl195c,Disruption marked with KanMX,NA,NA,NA
S000005138-KanMX,ynl194c,Disruption marked with KanMX,NA,NA,NA
S000005137-KanMX,ynl193w,Disruption marked with KanMX,NA,NA,NA
S000005136-KanMX,chs1,Disruption marked with KanMX,NA,NA,NA
S000005135-KanMX,dug3,Disruption marked with KanMX,NA,NA,NA
S000005134-KanMX,ynl190w,Disruption marked with KanMX,NA,NA,NA
S000005131-KanMX,swt21,Disruption marked with KanMX,NA,NA,NA
S000005128-KanMX,ynl184c,Disruption marked with KanMX,NA,NA,NA
S000005127-KanMX,npr1,Disruption marked with KanMX,NA,NA,NA
S000005124-KanMX,rho5,Disruption marked with KanMX,NA,NA,NA
S000005123-KanMX,ynl179c,Disruption marked with KanMX,NA,NA,NA
S000005121-KanMX,mrpl22,Disruption marked with KanMX,NA,NA,NA
S000005120-KanMX,tda7,Disruption marked with KanMX,NA,NA,NA
S000005119-KanMX,nop13,Disruption marked with KanMX,NA,NA,NA
S000005117-KanMX,mdg1,Disruption marked with KanMX,NA,NA,NA
S000005114-KanMX,ynl170w,Disruption marked with KanMX,NA,NA,NA
S000005115-KanMX,ynl171c,Disruption marked with KanMX,NA,NA,NA
S000005113-KanMX,psd1,Disruption marked with KanMX,NA,NA,NA
S000005112-KanMX,fmp41,Disruption marked with KanMX,NA,NA,NA
S000005111-KanMX,sko1,Disruption marked with KanMX,NA,NA,NA
S000005110-KanMX,bni5,Disruption marked with KanMX,NA,NA,NA
S000005109-KanMX,ynl165w,Disruption marked with KanMX,NA,NA,NA
S000005108-KanMX,ibd2,Disruption marked with KanMX,NA,NA,NA
S000005106-KanMX,rpl42a,Disruption marked with KanMX,NA,NA,NA
S000005104-KanMX,ygp1,Disruption marked with KanMX,NA,NA,NA
S000005103-KanMX,asi2,Disruption marked with KanMX,NA,NA,NA
S000005101-KanMX,igo1,Disruption marked with KanMX,NA,NA,NA
S000005100-KanMX,nsg2,Disruption marked with KanMX,NA,NA,NA
S000005099-KanMX,cuz1,Disruption marked with KanMX,NA,NA,NA
S000005098-KanMX,yck2,Disruption marked with KanMX,NA,NA,NA
S000005097-KanMX,gim3,Disruption marked with KanMX,NA,NA,NA
S000005092-KanMX,alf1,Disruption marked with KanMX,NA,NA,NA
S000006108-KanMX,mf(alpha)1,Disruption marked with KanMX,NA,NA,NA
S000006106-KanMX,ypl185w,Disruption marked with KanMX,NA,NA,NA
S000006107-KanMX,uip4,Disruption marked with KanMX,NA,NA,NA
S000006105-KanMX,mrn1,Disruption marked with KanMX,NA,NA,NA
S000006102-KanMX,cti6,Disruption marked with KanMX,NA,NA,NA
S000006103-KanMX,ypl182c,Disruption marked with KanMX,NA,NA,NA
S000006101-KanMX,tco89,Disruption marked with KanMX,NA,NA,NA
S000006100-KanMX,ppq1,Disruption marked with KanMX,NA,NA,NA
S000006099-KanMX,cbc2,Disruption marked with KanMX,NA,NA,NA
S000006098-KanMX,cup9,Disruption marked with KanMX,NA,NA,NA
S000006097-KanMX,tre1,Disruption marked with KanMX,NA,NA,NA
S000006095-KanMX,nip100,Disruption marked with KanMX,NA,NA,NA
S000006094-KanMX,mrpl40,Disruption marked with KanMX,NA,NA,NA
S000006093-KanMX,cox10,Disruption marked with KanMX,NA,NA,NA
S000006092-KanMX,oye3,Disruption marked with KanMX,NA,NA,NA
S000006091-KanMX,dap1,Disruption marked with KanMX,NA,NA,NA
S000006089-KanMX,ypl168w,Disruption marked with KanMX,NA,NA,NA
S000006088-KanMX,rev3,Disruption marked with KanMX,NA,NA,NA
S000006087-KanMX,atg29,Disruption marked with KanMX,NA,NA,NA
S000006086-KanMX,set6,Disruption marked with KanMX,NA,NA,NA
S000006085-KanMX,mlh3,Disruption marked with KanMX,NA,NA,NA
S000006084-KanMX,svs1,Disruption marked with KanMX,NA,NA,NA
S000006083-KanMX,ypl162c,Disruption marked with KanMX,NA,NA,NA
S000006082-KanMX,bem4,Disruption marked with KanMX,NA,NA,NA
S000006080-KanMX,pet20,Disruption marked with KanMX,NA,NA,NA
S000006078-KanMX,tgs1,Disruption marked with KanMX,NA,NA,NA
S000006077-KanMX,prm4,Disruption marked with KanMX,NA,NA,NA
S000006076-KanMX,kip2,Disruption marked with KanMX,NA,NA,NA
S000006075-KanMX,pep4,Disruption marked with KanMX,NA,NA,NA
S000006073-KanMX,rrd2,Disruption marked with KanMX,NA,NA,NA
S000006071-KanMX,ypl150w,Disruption marked with KanMX,NA,NA,NA
S000006070-KanMX,atg5,Disruption marked with KanMX,NA,NA,NA
S000006068-KanMX,pxa1,Disruption marked with KanMX,NA,NA,NA
S000006066-KanMX,kes1,Disruption marked with KanMX,NA,NA,NA
S000006065-KanMX,poc4,Disruption marked with KanMX,NA,NA,NA
S000006062-KanMX,frk1,Disruption marked with KanMX,NA,NA,NA
S000006061-KanMX,mkk2,Disruption marked with KanMX,NA,NA,NA
S000006060-KanMX,ume1,Disruption marked with KanMX,NA,NA,NA
S000006059-KanMX,spp1,Disruption marked with KanMX,NA,NA,NA
S000006057-KanMX,ypl136w,Disruption marked with KanMX,NA,NA,NA
S000006056-KanMX,isu1,Disruption marked with KanMX,NA,NA,NA
S000006054-KanMX,rds2,Disruption marked with KanMX,NA,NA,NA
S000006051-KanMX,spo19,Disruption marked with KanMX,NA,NA,NA
S000006050-KanMX,taf14,Disruption marked with KanMX,NA,NA,NA
S000006048-KanMX,hho1,Disruption marked with KanMX,NA,NA,NA
S000006046-KanMX,kap120,Disruption marked with KanMX,NA,NA,NA
S000006044-KanMX,rny1,Disruption marked with KanMX,NA,NA,NA
S000006042-KanMX,mei5,Disruption marked with KanMX,NA,NA,NA
S000006041-KanMX,vps30,Disruption marked with KanMX,NA,NA,NA
S000006040-KanMX,dbp1,Disruption marked with KanMX,NA,NA,NA
S000006039-KanMX,mrp51,Disruption marked with KanMX,NA,NA,NA
S000006037-KanMX,hos3,Disruption marked with KanMX,NA,NA,NA
S000006036-KanMX,bem3,Disruption marked with KanMX,NA,NA,NA
S000006035-KanMX,ypl114w,Disruption marked with KanMX,NA,NA,NA
S000006034-KanMX,ypl113c,Disruption marked with KanMX,NA,NA,NA
S000006033-KanMX,pex25,Disruption marked with KanMX,NA,NA,NA
S000006032-KanMX,car1,Disruption marked with KanMX,NA,NA,NA
S000006031-KanMX,gde1,Disruption marked with KanMX,NA,NA,NA
S000006030-KanMX,ypl109c,Disruption marked with KanMX,NA,NA,NA
S000006029-KanMX,ypl108w,Disruption marked with KanMX,NA,NA,NA
S000006028-KanMX,ypl107w,Disruption marked with KanMX,NA,NA,NA
S000006027-KanMX,sse1,Disruption marked with KanMX,NA,NA,NA
S000006026-KanMX,syh1,Disruption marked with KanMX,NA,NA,NA
S000006025-KanMX,msd1,Disruption marked with KanMX,NA,NA,NA
S000006024-KanMX,fmp30,Disruption marked with KanMX,NA,NA,NA
S000006022-KanMX,elp4,Disruption marked with KanMX,NA,NA,NA
S000006023-KanMX,ypl102c,Disruption marked with KanMX,NA,NA,NA
S000006021-KanMX,atg21,Disruption marked with KanMX,NA,NA,NA
S000006020-KanMX,ina17,Disruption marked with KanMX,NA,NA,NA
S000006019-KanMX,mgr2,Disruption marked with KanMX,NA,NA,NA
S000006018-KanMX,msy1,Disruption marked with KanMX,NA,NA,NA
S000006017-KanMX,png1,Disruption marked with KanMX,NA,NA,NA
S000006016-KanMX,eeb1,Disruption marked with KanMX,NA,NA,NA
S000006013-KanMX,ssu1,Disruption marked with KanMX,NA,NA,NA
S000001360-KanMX,fmc1,Disruption marked with KanMX,NA,NA,NA
S000001361-KanMX,sga1,Disruption marked with KanMX,NA,NA,NA
S000001362-KanMX,yil100w,Disruption marked with KanMX,NA,NA,NA
S000001363-KanMX,xbp1,Disruption marked with KanMX,NA,NA,NA
S000001364-KanMX,yil102c,Disruption marked with KanMX,NA,NA,NA
S000001365-KanMX,dph1,Disruption marked with KanMX,NA,NA,NA
S000001367-KanMX,slm1,Disruption marked with KanMX,NA,NA,NA
S000001369-KanMX,pfk26,Disruption marked with KanMX,NA,NA,NA
S000001370-KanMX,yil108w,Disruption marked with KanMX,NA,NA,NA
S000001372-KanMX,hpm1,Disruption marked with KanMX,NA,NA,NA
S000001373-KanMX,cox5b,Disruption marked with KanMX,NA,NA,NA
S000001374-KanMX,hos4,Disruption marked with KanMX,NA,NA,NA
S000001375-KanMX,sdp1,Disruption marked with KanMX,NA,NA,NA
S000001376-KanMX,por2,Disruption marked with KanMX,NA,NA,NA
S000001378-KanMX,his5,Disruption marked with KanMX,NA,NA,NA
S000001379-KanMX,prm5,Disruption marked with KanMX,NA,NA,NA
S000001381-KanMX,rpi1,Disruption marked with KanMX,NA,NA,NA
S000001382-KanMX,qdr1,Disruption marked with KanMX,NA,NA,NA
S000001383-KanMX,qdr2,Disruption marked with KanMX,NA,NA,NA
S000001384-KanMX,pog1,Disruption marked with KanMX,NA,NA,NA
S000001385-KanMX,sim1,Disruption marked with KanMX,NA,NA,NA
S000001386-KanMX,ayr1,Disruption marked with KanMX,NA,NA,NA
S000001387-KanMX,kgd1,Disruption marked with KanMX,NA,NA,NA
S000001390-KanMX,met18,Disruption marked with KanMX,NA,NA,NA
S000001392-KanMX,asg1,Disruption marked with KanMX,NA,NA,NA
S000001393-KanMX,fkh1,Disruption marked with KanMX,NA,NA,NA
S000001394-KanMX,csm2,Disruption marked with KanMX,NA,NA,NA
S000001395-KanMX,rpl16a,Disruption marked with KanMX,NA,NA,NA
S000001396-KanMX,flx1,Disruption marked with KanMX,NA,NA,NA
S000001397-KanMX,vhs2,Disruption marked with KanMX,NA,NA,NA
S000001398-KanMX,om45,Disruption marked with KanMX,NA,NA,NA
S000001399-KanMX,tma108,Disruption marked with KanMX,NA,NA,NA
S000001400-KanMX,tpm2,Disruption marked with KanMX,NA,NA,NA
S000001401-KanMX,rev7,Disruption marked with KanMX,NA,NA,NA
S000001402-KanMX,axl2,Disruption marked with KanMX,NA,NA,NA
S000001403-KanMX,yil141w,Disruption marked with KanMX,NA,NA,NA
S000001407-KanMX,pan6,Disruption marked with KanMX,NA,NA,NA
S000001408-KanMX,atg32,Disruption marked with KanMX,NA,NA,NA
S000001410-KanMX,rpl40a,Disruption marked with KanMX,NA,NA,NA
S000001411-KanMX,mlp2,Disruption marked with KanMX,NA,NA,NA
S000001414-KanMX,yil152w,Disruption marked with KanMX,NA,NA,NA
S000001415-KanMX,rrd1,Disruption marked with KanMX,NA,NA,NA
S000001416-KanMX,imp2',Disruption marked with KanMX,NA,NA,NA
S000001417-KanMX,gut2,Disruption marked with KanMX,NA,NA,NA
S000001418-KanMX,ubp7,Disruption marked with KanMX,NA,NA,NA
S000001419-KanMX,coa1,Disruption marked with KanMX,NA,NA,NA
S000001420-KanMX,aim20,Disruption marked with KanMX,NA,NA,NA
S000001421-KanMX,bnr1,Disruption marked with KanMX,NA,NA,NA
S000001422-KanMX,pot1,Disruption marked with KanMX,NA,NA,NA
S000001423-KanMX,yil161w,Disruption marked with KanMX,NA,NA,NA
S000001424-KanMX,suc2,Disruption marked with KanMX,NA,NA,NA
S000001425-KanMX,yil163c,Disruption marked with KanMX,NA,NA,NA
S000001426-KanMX,nit1,Disruption marked with KanMX,NA,NA,NA
S000001427-KanMX,yil165c,Disruption marked with KanMX,NA,NA,NA
S000001428-KanMX,yil166c,Disruption marked with KanMX,NA,NA,NA
S000001429-KanMX,sdl1,Disruption marked with KanMX,NA,NA,NA
S000001430-KanMX,yil168w,Disruption marked with KanMX,NA,NA,NA
S000001432-KanMX,hxt12,Disruption marked with KanMX,NA,NA,NA
S000001435-KanMX,vth1,Disruption marked with KanMX,NA,NA,NA
S000001440-KanMX,sgn1,Disruption marked with KanMX,NA,NA,NA
S000001441-KanMX,mph1,Disruption marked with KanMX,NA,NA,NA
S000001442-KanMX,aim21,Disruption marked with KanMX,NA,NA,NA
S000001443-KanMX,djp1,Disruption marked with KanMX,NA,NA,NA
S000001444-KanMX,ist3,Disruption marked with KanMX,NA,NA,NA
S000001446-KanMX,yir007w,Disruption marked with KanMX,NA,NA,NA
S000001448-KanMX,msl1,Disruption marked with KanMX,NA,NA,NA
S000001452-KanMX,gat4,Disruption marked with KanMX,NA,NA,NA
S000001453-KanMX,yir014w,Disruption marked with KanMX,NA,NA,NA
S000001455-KanMX,yir016w,Disruption marked with KanMX,NA,NA,NA
S000005623-KanMX,yor097c,Disruption marked with KanMX,NA,NA,NA
S000005625-KanMX,ktr1,Disruption marked with KanMX,NA,NA,NA
S000005626-KanMX,crc1,Disruption marked with KanMX,NA,NA,NA
S000005627-KanMX,ras1,Disruption marked with KanMX,NA,NA,NA
S000005630-KanMX,pin2,Disruption marked with KanMX,NA,NA,NA
S000005631-KanMX,yor105w,Disruption marked with KanMX,NA,NA,NA
S000005632-KanMX,vam3,Disruption marked with KanMX,NA,NA,NA
S000005633-KanMX,rgs2,Disruption marked with KanMX,NA,NA,NA
S000005634-KanMX,leu9,Disruption marked with KanMX,NA,NA,NA
S000005635-KanMX,inp53,Disruption marked with KanMX,NA,NA,NA
S000005637-KanMX,yor111w,Disruption marked with KanMX,NA,NA,NA
S000005638-KanMX,cex1,Disruption marked with KanMX,NA,NA,NA
S000005639-KanMX,azf1,Disruption marked with KanMX,NA,NA,NA
S000005640-KanMX,yor114w,Disruption marked with KanMX,NA,NA,NA
S000005641-KanMX,trs33,Disruption marked with KanMX,NA,NA,NA
S000005644-KanMX,rtc5,Disruption marked with KanMX,NA,NA,NA
S000005646-KanMX,gcy1,Disruption marked with KanMX,NA,NA,NA
S000005647-KanMX,yor121c,Disruption marked with KanMX,NA,NA,NA
S000005649-KanMX,leo1,Disruption marked with KanMX,NA,NA,NA
S000005650-KanMX,ubp2,Disruption marked with KanMX,NA,NA,NA
S000005651-KanMX,cat5,Disruption marked with KanMX,NA,NA,NA
S000005652-KanMX,iah1,Disruption marked with KanMX,NA,NA,NA
S000005653-KanMX,rga1,Disruption marked with KanMX,NA,NA,NA
S000005654-KanMX,ade2,Disruption marked with KanMX,NA,NA,NA
S000005655-KanMX,afi1,Disruption marked with KanMX,NA,NA,NA
S000005656-KanMX,ort1,Disruption marked with KanMX,NA,NA,NA
S000005657-KanMX,yor131c,Disruption marked with KanMX,NA,NA,NA
S000005658-KanMX,vps17,Disruption marked with KanMX,NA,NA,NA
S000005659-KanMX,eft1,Disruption marked with KanMX,NA,NA,NA
S000005660-KanMX,bag7,Disruption marked with KanMX,NA,NA,NA
S000005661-KanMX,irc14,Disruption marked with KanMX,NA,NA,NA
S000005662-KanMX,idh2,Disruption marked with KanMX,NA,NA,NA
S000005663-KanMX,sia1,Disruption marked with KanMX,NA,NA,NA
S000005664-KanMX,rup1,Disruption marked with KanMX,NA,NA,NA
S000005665-KanMX,yor139c,Disruption marked with KanMX,NA,NA,NA
S000005666-KanMX,sfl1,Disruption marked with KanMX,NA,NA,NA
S000005667-KanMX,arp8,Disruption marked with KanMX,NA,NA,NA
S000005668-KanMX,lsc1,Disruption marked with KanMX,NA,NA,NA
S000005670-KanMX,elg1,Disruption marked with KanMX,NA,NA,NA
S000005673-KanMX,mdm32,Disruption marked with KanMX,NA,NA,NA
S000005676-KanMX,mrpl23,Disruption marked with KanMX,NA,NA,NA
S000005678-KanMX,yor152c,Disruption marked with KanMX,NA,NA,NA
S000005679-KanMX,pdr5,Disruption marked with KanMX,NA,NA,NA
S000005680-KanMX,slp1,Disruption marked with KanMX,NA,NA,NA
S000005681-KanMX,isn1,Disruption marked with KanMX,NA,NA,NA
S000005682-KanMX,nfi1,Disruption marked with KanMX,NA,NA,NA
S000005684-KanMX,pet123,Disruption marked with KanMX,NA,NA,NA
S000005687-KanMX,pns1,Disruption marked with KanMX,NA,NA,NA
S000005688-KanMX,yrr1,Disruption marked with KanMX,NA,NA,NA
S000005689-KanMX,ddp1,Disruption marked with KanMX,NA,NA,NA
S000005690-KanMX,get4,Disruption marked with KanMX,NA,NA,NA
S000005691-KanMX,sey1,Disruption marked with KanMX,NA,NA,NA
S000005692-KanMX,swt1,Disruption marked with KanMX,NA,NA,NA
S000005693-KanMX,rps28a,Disruption marked with KanMX,NA,NA,NA
S000005696-KanMX,yor170w,Disruption marked with KanMX,NA,NA,NA
S000005697-KanMX,lcb4,Disruption marked with KanMX,NA,NA,NA
S000005698-KanMX,yrm1,Disruption marked with KanMX,NA,NA,NA
S000005699-KanMX,dcs2,Disruption marked with KanMX,NA,NA,NA
S000005701-KanMX,ale1,Disruption marked with KanMX,NA,NA,NA
S000005703-KanMX,mpc54,Disruption marked with KanMX,NA,NA,NA
S000005704-KanMX,gac1,Disruption marked with KanMX,NA,NA,NA
S000005705-KanMX,syc1,Disruption marked with KanMX,NA,NA,NA
S000005706-KanMX,dci1,Disruption marked with KanMX,NA,NA,NA
S000005708-KanMX,rps30b,Disruption marked with KanMX,NA,NA,NA
S000005709-KanMX,fyv12,Disruption marked with KanMX,NA,NA,NA
S000005710-KanMX,ser1,Disruption marked with KanMX,NA,NA,NA
S000005711-KanMX,gsp2,Disruption marked with KanMX,NA,NA,NA
S000005712-KanMX,yor186w,Disruption marked with KanMX,NA,NA,NA
S000005713-KanMX,tuf1,Disruption marked with KanMX,NA,NA,NA
S000005714-KanMX,msb1,Disruption marked with KanMX,NA,NA,NA
S000005715-KanMX,ies4,Disruption marked with KanMX,NA,NA,NA
S000005716-KanMX,spr1,Disruption marked with KanMX,NA,NA,NA
S000005717-KanMX,uls1,Disruption marked with KanMX,NA,NA,NA
S000005718-KanMX,thi72,Disruption marked with KanMX,NA,NA,NA
S000005719-KanMX,pex27,Disruption marked with KanMX,NA,NA,NA
S000005721-KanMX,slk19,Disruption marked with KanMX,NA,NA,NA
S000005722-KanMX,lip5,Disruption marked with KanMX,NA,NA,NA
S000005723-KanMX,mca1,Disruption marked with KanMX,NA,NA,NA
S000005724-KanMX,bfr1,Disruption marked with KanMX,NA,NA,NA
S000005725-KanMX,yor199w,Disruption marked with KanMX,NA,NA,NA
S000005726-KanMX,yor200w,Disruption marked with KanMX,NA,NA,NA
S000005727-KanMX,mrm1,Disruption marked with KanMX,NA,NA,NA
S000005728-KanMX,his3,Disruption marked with KanMX,NA,NA,NA
S000005731-KanMX,gep3,Disruption marked with KanMX,NA,NA,NA
S000005734-KanMX,ptp2,Disruption marked with KanMX,NA,NA,NA
S000005735-KanMX,npt1,Disruption marked with KanMX,NA,NA,NA
S000005737-KanMX,mgm1,Disruption marked with KanMX,NA,NA,NA
S000005738-KanMX,ste4,Disruption marked with KanMX,NA,NA,NA
S000005739-KanMX,sas5,Disruption marked with KanMX,NA,NA,NA
S000005740-KanMX,spr2,Disruption marked with KanMX,NA,NA,NA
S000005741-KanMX,aim41,Disruption marked with KanMX,NA,NA,NA
S000005742-KanMX,rud3,Disruption marked with KanMX,NA,NA,NA
S000005745-KanMX,ste13,Disruption marked with KanMX,NA,NA,NA
S000005746-KanMX,rcn2,Disruption marked with KanMX,NA,NA,NA
S000005747-KanMX,mct1,Disruption marked with KanMX,NA,NA,NA
S000005748-KanMX,odc2,Disruption marked with KanMX,NA,NA,NA
S000005749-KanMX,dsc3,Disruption marked with KanMX,NA,NA,NA
S000005751-KanMX,yor225w,Disruption marked with KanMX,NA,NA,NA
S000005752-KanMX,isu2,Disruption marked with KanMX,NA,NA,NA
S000005753-KanMX,her1,Disruption marked with KanMX,NA,NA,NA
S000005754-KanMX,mcp1,Disruption marked with KanMX,NA,NA,NA
S000005755-KanMX,wtm2,Disruption marked with KanMX,NA,NA,NA
S000005756-KanMX,wtm1,Disruption marked with KanMX,NA,NA,NA
S000005757-KanMX,mkk1,Disruption marked with KanMX,NA,NA,NA
S000005759-KanMX,kin4,Disruption marked with KanMX,NA,NA,NA
S000005760-KanMX,rpl33b,Disruption marked with KanMX,NA,NA,NA
S000005761-KanMX,irc13,Disruption marked with KanMX,NA,NA,NA
