allele_id,allele_name,allele_type,allele_description,dna_changes,aa_changes
S000002803-KanMX,sxm1,Disruption marked with KanMX,NA,NA,NA
S000002807-KanMX,hpt1,Disruption marked with KanMX,NA,NA,NA
S000002808-KanMX,urh1,Disruption marked with KanMX,NA,NA,NA
S000002809-KanMX,ydr401w,Disruption marked with KanMX,NA,NA,NA
S000002810-KanMX,dit2,Disruption marked with KanMX,NA,NA,NA
S000002811-KanMX,dit1,Disruption marked with KanMX,NA,NA,NA
S000002813-KanMX,mrp20,Disruption marked with KanMX,NA,NA,NA
S000002814-KanMX,pdr15,Disruption marked with KanMX,NA,NA,NA
S000002816-KanMX,ade8,Disruption marked with KanMX,NA,NA,NA
S000002817-KanMX,siz1,Disruption marked with KanMX,NA,NA,NA
S000002818-KanMX,ste14,Disruption marked with KanMX,NA,NA,NA
S000002819-KanMX,dfm1,Disruption marked with KanMX,NA,NA,NA
S000002822-KanMX,erd1,Disruption marked with KanMX,NA,NA,NA
S000002823-KanMX,ydr415c,Disruption marked with KanMX,NA,NA,NA
S000002826-KanMX,rpl12b,Disruption marked with KanMX,NA,NA,NA
S000002827-KanMX,rad30,Disruption marked with KanMX,NA,NA,NA
S000002828-KanMX,hkr1,Disruption marked with KanMX,NA,NA,NA
S000002829-KanMX,aro80,Disruption marked with KanMX,NA,NA,NA
S000002830-KanMX,sip1,Disruption marked with KanMX,NA,NA,NA
S000002831-KanMX,cad1,Disruption marked with KanMX,NA,NA,NA
S000002833-KanMX,snx41,Disruption marked with KanMX,NA,NA,NA
S000002834-KanMX,ydr426c,Disruption marked with KanMX,NA,NA,NA
S000002836-KanMX,bna7,Disruption marked with KanMX,NA,NA,NA
S000002838-KanMX,cym1,Disruption marked with KanMX,NA,NA,NA
S000002839-KanMX,ydr431w,Disruption marked with KanMX,NA,NA,NA
S000002840-KanMX,npl3,Disruption marked with KanMX,NA,NA,NA
S000002841-KanMX,ydr433w,Disruption marked with KanMX,NA,NA,NA
S000002843-KanMX,ppm1,Disruption marked with KanMX,NA,NA,NA
S000002844-KanMX,ppz2,Disruption marked with KanMX,NA,NA,NA
S000002846-KanMX,thi74,Disruption marked with KanMX,NA,NA,NA
S000002847-KanMX,lrs4,Disruption marked with KanMX,NA,NA,NA
S000002848-KanMX,dot1,Disruption marked with KanMX,NA,NA,NA
S000002849-KanMX,apt2,Disruption marked with KanMX,NA,NA,NA
S000002850-KanMX,ydr442w,Disruption marked with KanMX,NA,NA,NA
S000002851-KanMX,ssn2,Disruption marked with KanMX,NA,NA,NA
S000002854-KanMX,ecm11,Disruption marked with KanMX,NA,NA,NA
S000002855-KanMX,rps17b,Disruption marked with KanMX,NA,NA,NA
S000002856-KanMX,ada2,Disruption marked with KanMX,NA,NA,NA
S000002858-KanMX,rps18a,Disruption marked with KanMX,NA,NA,NA
S000002859-KanMX,yhp1,Disruption marked with KanMX,NA,NA,NA
S000002860-KanMX,ppn1,Disruption marked with KanMX,NA,NA,NA
S000002861-KanMX,tsa2,Disruption marked with KanMX,NA,NA,NA
S000002863-KanMX,ydr455c,Disruption marked with KanMX,NA,NA,NA
S000002864-KanMX,nhx1,Disruption marked with KanMX,NA,NA,NA
S000002865-KanMX,tom1,Disruption marked with KanMX,NA,NA,NA
S000002866-KanMX,heh2,Disruption marked with KanMX,NA,NA,NA
S000002867-KanMX,pfa5,Disruption marked with KanMX,NA,NA,NA
S000002870-KanMX,mrpl28,Disruption marked with KanMX,NA,NA,NA
S000002871-KanMX,stp1,Disruption marked with KanMX,NA,NA,NA
S000002873-KanMX,rmt2,Disruption marked with KanMX,NA,NA,NA
S000002874-KanMX,pkh3,Disruption marked with KanMX,NA,NA,NA
S000002875-KanMX,ydr467c,Disruption marked with KanMX,NA,NA,NA
S000002877-KanMX,sdc1,Disruption marked with KanMX,NA,NA,NA
S000002878-KanMX,ugo1,Disruption marked with KanMX,NA,NA,NA
S000002879-KanMX,rpl27b,Disruption marked with KanMX,NA,NA,NA
S000002883-KanMX,jip4,Disruption marked with KanMX,NA,NA,NA
S000002884-KanMX,ydr476c,Disruption marked with KanMX,NA,NA,NA
S000002885-KanMX,snf1,Disruption marked with KanMX,NA,NA,NA
S000002887-KanMX,pex29,Disruption marked with KanMX,NA,NA,NA
S000002888-KanMX,dig2,Disruption marked with KanMX,NA,NA,NA
S000002889-KanMX,pho8,Disruption marked with KanMX,NA,NA,NA
S000002890-KanMX,cwc21,Disruption marked with KanMX,NA,NA,NA
S000002891-KanMX,kre2,Disruption marked with KanMX,NA,NA,NA
S000002892-KanMX,vps52,Disruption marked with KanMX,NA,NA,NA
S000002893-KanMX,vps72,Disruption marked with KanMX,NA,NA,NA
S000002894-KanMX,vps60,Disruption marked with KanMX,NA,NA,NA
S000002896-KanMX,pac11,Disruption marked with KanMX,NA,NA,NA
S000002898-KanMX,pkh1,Disruption marked with KanMX,NA,NA,NA
S000002899-KanMX,ydr491c,Disruption marked with KanMX,NA,NA,NA
S000002900-KanMX,izh1,Disruption marked with KanMX,NA,NA,NA
S000002902-KanMX,rsm28,Disruption marked with KanMX,NA,NA,NA
S000002903-KanMX,vps3,Disruption marked with KanMX,NA,NA,NA
S000002904-KanMX,puf6,Disruption marked with KanMX,NA,NA,NA
S000002905-KanMX,itr1,Disruption marked with KanMX,NA,NA,NA
S000002908-KanMX,rpl37b,Disruption marked with KanMX,NA,NA,NA
S000002909-KanMX,plm2,Disruption marked with KanMX,NA,NA,NA
S000002911-KanMX,lpp1,Disruption marked with KanMX,NA,NA,NA
S000002912-KanMX,spg3,Disruption marked with KanMX,NA,NA,NA
S000002913-KanMX,psp1,Disruption marked with KanMX,NA,NA,NA
S000002914-KanMX,gmc1,Disruption marked with KanMX,NA,NA,NA
S000002915-KanMX,gin4,Disruption marked with KanMX,NA,NA,NA
S000002916-KanMX,gnp1,Disruption marked with KanMX,NA,NA,NA
S000002917-KanMX,ydr509w,Disruption marked with KanMX,NA,NA,NA
S000002919-KanMX,sdh7,Disruption marked with KanMX,NA,NA,NA
S000002920-KanMX,emi1,Disruption marked with KanMX,NA,NA,NA
S000002921-KanMX,grx2,Disruption marked with KanMX,NA,NA,NA
S000002922-KanMX,ydr514c,Disruption marked with KanMX,NA,NA,NA
S000002924-KanMX,emi2,Disruption marked with KanMX,NA,NA,NA
S000002925-KanMX,grh1,Disruption marked with KanMX,NA,NA,NA
S000002926-KanMX,eug1,Disruption marked with KanMX,NA,NA,NA
S000002927-KanMX,fpr2,Disruption marked with KanMX,NA,NA,NA
S000002928-KanMX,urc2,Disruption marked with KanMX,NA,NA,NA
S000002929-KanMX,ydr521w,Disruption marked with KanMX,NA,NA,NA
S000002930-KanMX,sps2,Disruption marked with KanMX,NA,NA,NA
S000002931-KanMX,sps1,Disruption marked with KanMX,NA,NA,NA
S000002932-KanMX,age1,Disruption marked with KanMX,NA,NA,NA
S000002933-KanMX,api2,Disruption marked with KanMX,NA,NA,NA
S000002936-KanMX,hlr1,Disruption marked with KanMX,NA,NA,NA
S000002937-KanMX,qcr7,Disruption marked with KanMX,NA,NA,NA
S000002938-KanMX,apa2,Disruption marked with KanMX,NA,NA,NA
S000002940-KanMX,kre28,Disruption marked with KanMX,NA,NA,NA
S000002941-KanMX,hsp31,Disruption marked with KanMX,NA,NA,NA
S000002942-KanMX,fit1,Disruption marked with KanMX,NA,NA,NA
S000002970-KanMX,erp6,Disruption marked with KanMX,NA,NA,NA
S000002971-KanMX,cdh1,Disruption marked with KanMX,NA,NA,NA
S000002972-KanMX,rpn14,Disruption marked with KanMX,NA,NA,NA
S000002973-KanMX,cog7,Disruption marked with KanMX,NA,NA,NA
S000002974-KanMX,pmc1,Disruption marked with KanMX,NA,NA,NA
S000002975-KanMX,brp1,Disruption marked with KanMX,NA,NA,NA
S000002977-KanMX,leu1,Disruption marked with KanMX,NA,NA,NA
S000002978-KanMX,mpo1,Disruption marked with KanMX,NA,NA,NA
S000002980-KanMX,erg4,Disruption marked with KanMX,NA,NA,NA
S000002981-KanMX,pdr1,Disruption marked with KanMX,NA,NA,NA
S000002982-KanMX,puf4,Disruption marked with KanMX,NA,NA,NA
S000002983-KanMX,ygl015c,Disruption marked with KanMX,NA,NA,NA
S000002984-KanMX,kap122,Disruption marked with KanMX,NA,NA,NA
S000002985-KanMX,ate1,Disruption marked with KanMX,NA,NA,NA
S000002987-KanMX,ckb1,Disruption marked with KanMX,NA,NA,NA
S000002988-KanMX,get1,Disruption marked with KanMX,NA,NA,NA
S000002989-KanMX,alk1,Disruption marked with KanMX,NA,NA,NA
S000002991-KanMX,pib2,Disruption marked with KanMX,NA,NA,NA
S000002992-KanMX,ygl024w,Disruption marked with KanMX,NA,NA,NA
S000002993-KanMX,pgd1,Disruption marked with KanMX,NA,NA,NA
S000002994-KanMX,trp5,Disruption marked with KanMX,NA,NA,NA
S000002995-KanMX,cwh41,Disruption marked with KanMX,NA,NA,NA
S000002996-KanMX,scw11,Disruption marked with KanMX,NA,NA,NA
S000002997-KanMX,cgr1,Disruption marked with KanMX,NA,NA,NA
S000002999-KanMX,rpl24a,Disruption marked with KanMX,NA,NA,NA
S000003000-KanMX,aga2,Disruption marked with KanMX,NA,NA,NA
S000003001-KanMX,hop2,Disruption marked with KanMX,NA,NA,NA
S000003002-KanMX,ygl034c,Disruption marked with KanMX,NA,NA,NA
S000003003-KanMX,mig1,Disruption marked with KanMX,NA,NA,NA
S000003004-KanMX,ygl036w,Disruption marked with KanMX,NA,NA,NA
S000003005-KanMX,pnc1,Disruption marked with KanMX,NA,NA,NA
S000003006-KanMX,och1,Disruption marked with KanMX,NA,NA,NA
S000003007-KanMX,ygl039w,Disruption marked with KanMX,NA,NA,NA
S000003009-KanMX,ygl041c,Disruption marked with KanMX,NA,NA,NA
S000003010-KanMX,ygl042c,Disruption marked with KanMX,NA,NA,NA
S000003011-KanMX,dst1,Disruption marked with KanMX,NA,NA,NA
S000003013-KanMX,rim8,Disruption marked with KanMX,NA,NA,NA
S000003017-KanMX,tif4632,Disruption marked with KanMX,NA,NA,NA
S000003018-KanMX,tyw3,Disruption marked with KanMX,NA,NA,NA
S000003019-KanMX,mst27,Disruption marked with KanMX,NA,NA,NA
S000003021-KanMX,prm8,Disruption marked with KanMX,NA,NA,NA
S000003022-KanMX,erv14,Disruption marked with KanMX,NA,NA,NA
S000003024-KanMX,sds23,Disruption marked with KanMX,NA,NA,NA
S000003025-KanMX,gep7,Disruption marked with KanMX,NA,NA,NA
S000003026-KanMX,rad6,Disruption marked with KanMX,NA,NA,NA
S000003027-KanMX,pkp2,Disruption marked with KanMX,NA,NA,NA
S000003028-KanMX,ybp2,Disruption marked with KanMX,NA,NA,NA
S000003030-KanMX,pyc1,Disruption marked with KanMX,NA,NA,NA
S000003031-KanMX,pus2,Disruption marked with KanMX,NA,NA,NA
S000003032-KanMX,mrh4,Disruption marked with KanMX,NA,NA,NA
S000003034-KanMX,sgf73,Disruption marked with KanMX,NA,NA,NA
S000003035-KanMX,npy1,Disruption marked with KanMX,NA,NA,NA
S000003038-KanMX,rpb9,Disruption marked with KanMX,NA,NA,NA
S000003039-KanMX,aft1,Disruption marked with KanMX,NA,NA,NA
S000003040-KanMX,ygl072c,Disruption marked with KanMX,NA,NA,NA
S000003044-KanMX,rpl7a,Disruption marked with KanMX,NA,NA,NA
S000003045-KanMX,hnm1,Disruption marked with KanMX,NA,NA,NA
S000003046-KanMX,dbp3,Disruption marked with KanMX,NA,NA,NA
S000003047-KanMX,kxd1,Disruption marked with KanMX,NA,NA,NA
S000003048-KanMX,mpc1,Disruption marked with KanMX,NA,NA,NA
S000003049-KanMX,ygl081w,Disruption marked with KanMX,NA,NA,NA
S000003050-KanMX,ygl082w,Disruption marked with KanMX,NA,NA,NA
S000003051-KanMX,scy1,Disruption marked with KanMX,NA,NA,NA
S000003052-KanMX,gup1,Disruption marked with KanMX,NA,NA,NA
S000003053-KanMX,lcl3,Disruption marked with KanMX,NA,NA,NA
S000003054-KanMX,mad1,Disruption marked with KanMX,NA,NA,NA
S000003055-KanMX,mms2,Disruption marked with KanMX,NA,NA,NA
S000003056-KanMX,ygl088w,Disruption marked with KanMX,NA,NA,NA
S000003057-KanMX,mf(alpha)2,Disruption marked with KanMX,NA,NA,NA
S000003058-KanMX,lif1,Disruption marked with KanMX,NA,NA,NA
S000003062-KanMX,pan2,Disruption marked with KanMX,NA,NA,NA
S000003063-KanMX,vps45,Disruption marked with KanMX,NA,NA,NA
S000003064-KanMX,tos8,Disruption marked with KanMX,NA,NA,NA
S000003069-KanMX,ygl101w,Disruption marked with KanMX,NA,NA,NA
S000003072-KanMX,vps73,Disruption marked with KanMX,NA,NA,NA
S000003073-KanMX,arc1,Disruption marked with KanMX,NA,NA,NA
S000003075-KanMX,rmd9,Disruption marked with KanMX,NA,NA,NA
S000003076-KanMX,ygl108c,Disruption marked with KanMX,NA,NA,NA
S000003077-KanMX,ygl109w,Disruption marked with KanMX,NA,NA,NA
S000003078-KanMX,cue3,Disruption marked with KanMX,NA,NA,NA
S000003082-KanMX,ygl114w,Disruption marked with KanMX,NA,NA,NA
S000003083-KanMX,snf4,Disruption marked with KanMX,NA,NA,NA
S000003085-KanMX,ygl117w,Disruption marked with KanMX,NA,NA,NA
S000003086-KanMX,ygl118c,Disruption marked with KanMX,NA,NA,NA
S000003089-KanMX,gpg1,Disruption marked with KanMX,NA,NA,NA
S000003092-KanMX,mon1,Disruption marked with KanMX,NA,NA,NA
S000003093-KanMX,met13,Disruption marked with KanMX,NA,NA,NA
S000003094-KanMX,scs3,Disruption marked with KanMX,NA,NA,NA
S000003095-KanMX,soh1,Disruption marked with KanMX,NA,NA,NA
S000003097-KanMX,rsm23,Disruption marked with KanMX,NA,NA,NA
S000003099-KanMX,snt2,Disruption marked with KanMX,NA,NA,NA
S000003100-KanMX,ygl132w,Disruption marked with KanMX,NA,NA,NA
S000003101-KanMX,itc1,Disruption marked with KanMX,NA,NA,NA
S000003103-KanMX,rpl1b,Disruption marked with KanMX,NA,NA,NA
S000003104-KanMX,mrm2,Disruption marked with KanMX,NA,NA,NA
S000003106-KanMX,ygl138c,Disruption marked with KanMX,NA,NA,NA
S000003107-KanMX,flc3,Disruption marked with KanMX,NA,NA,NA
S000003108-KanMX,ygl140c,Disruption marked with KanMX,NA,NA,NA
S000003109-KanMX,hul5,Disruption marked with KanMX,NA,NA,NA
S000003111-KanMX,mrf1,Disruption marked with KanMX,NA,NA,NA
S000003112-KanMX,rog1,Disruption marked with KanMX,NA,NA,NA
S000003114-KanMX,rrt6,Disruption marked with KanMX,NA,NA,NA
S000003115-KanMX,rpl9a,Disruption marked with KanMX,NA,NA,NA
S000003116-KanMX,aro2,Disruption marked with KanMX,NA,NA,NA
S000003117-KanMX,ygl149w,Disruption marked with KanMX,NA,NA,NA
S000003119-KanMX,nut1,Disruption marked with KanMX,NA,NA,NA
S000003120-KanMX,ygl152c,Disruption marked with KanMX,NA,NA,NA
S000003121-KanMX,pex14,Disruption marked with KanMX,NA,NA,NA
S000003122-KanMX,lys5,Disruption marked with KanMX,NA,NA,NA
S000003124-KanMX,ams1,Disruption marked with KanMX,NA,NA,NA
S000003125-KanMX,ari1,Disruption marked with KanMX,NA,NA,NA
S000003126-KanMX,rck1,Disruption marked with KanMX,NA,NA,NA
S000003127-KanMX,ygl159w,Disruption marked with KanMX,NA,NA,NA
S000003128-KanMX,aim14,Disruption marked with KanMX,NA,NA,NA
S000003129-KanMX,yip5,Disruption marked with KanMX,NA,NA,NA
S000003130-KanMX,sut1,Disruption marked with KanMX,NA,NA,NA
S000003131-KanMX,rad54,Disruption marked with KanMX,NA,NA,NA
S000003132-KanMX,yrb30,Disruption marked with KanMX,NA,NA,NA
S000003133-KanMX,ygl165c,Disruption marked with KanMX,NA,NA,NA
S000003134-KanMX,cup2,Disruption marked with KanMX,NA,NA,NA
S000003135-KanMX,pmr1,Disruption marked with KanMX,NA,NA,NA
S000003136-KanMX,hur1,Disruption marked with KanMX,NA,NA,NA
S000003138-KanMX,spo74,Disruption marked with KanMX,NA,NA,NA
S000003141-KanMX,xrn1,Disruption marked with KanMX,NA,NA,NA
S000003142-KanMX,bud13,Disruption marked with KanMX,NA,NA,NA
S000003143-KanMX,sae2,Disruption marked with KanMX,NA,NA,NA
S000003144-KanMX,ygl176c,Disruption marked with KanMX,NA,NA,NA
S000003145-KanMX,ygl177w,Disruption marked with KanMX,NA,NA,NA
S000003147-KanMX,tos3,Disruption marked with KanMX,NA,NA,NA
S000003148-KanMX,atg1,Disruption marked with KanMX,NA,NA,NA
S000003149-KanMX,gts1,Disruption marked with KanMX,NA,NA,NA
S000003162-KanMX,hos2,Disruption marked with KanMX,NA,NA,NA
S000003163-KanMX,gcn1,Disruption marked with KanMX,NA,NA,NA
S000003164-KanMX,dsd1,Disruption marked with KanMX,NA,NA,NA
S000003165-KanMX,mds3,Disruption marked with KanMX,NA,NA,NA
S000003166-KanMX,yip4,Disruption marked with KanMX,NA,NA,NA
S000003167-KanMX,ygl199c,Disruption marked with KanMX,NA,NA,NA
S000003168-KanMX,emp24,Disruption marked with KanMX,NA,NA,NA
S000003170-KanMX,aro8,Disruption marked with KanMX,NA,NA,NA
S000003171-KanMX,kex1,Disruption marked with KanMX,NA,NA,NA
S000003173-KanMX,pox1,Disruption marked with KanMX,NA,NA,NA
S000003174-KanMX,chc1,Disruption marked with KanMX,NA,NA,NA
S000003176-KanMX,sip2,Disruption marked with KanMX,NA,NA,NA
S000003177-KanMX,mig2,Disruption marked with KanMX,NA,NA,NA
S000003178-KanMX,ypt32,Disruption marked with KanMX,NA,NA,NA
S000003179-KanMX,ncs6,Disruption marked with KanMX,NA,NA,NA
S000003180-KanMX,vam7,Disruption marked with KanMX,NA,NA,NA
S000003181-KanMX,ski8,Disruption marked with KanMX,NA,NA,NA
S000003182-KanMX,ygl214w,Disruption marked with KanMX,NA,NA,NA
S000003183-KanMX,clg1,Disruption marked with KanMX,NA,NA,NA
S000003184-KanMX,kip3,Disruption marked with KanMX,NA,NA,NA
S000003185-KanMX,ygl217c,Disruption marked with KanMX,NA,NA,NA
S000003186-KanMX,ygl218w,Disruption marked with KanMX,NA,NA,NA
S000003188-KanMX,fra2,Disruption marked with KanMX,NA,NA,NA
S000003189-KanMX,nif3,Disruption marked with KanMX,NA,NA,NA
S000003190-KanMX,edc1,Disruption marked with KanMX,NA,NA,NA
S000003191-KanMX,cog1,Disruption marked with KanMX,NA,NA,NA
S000003192-KanMX,sdt1,Disruption marked with KanMX,NA,NA,NA
S000003194-KanMX,ost5,Disruption marked with KanMX,NA,NA,NA
S000003195-KanMX,mtc3,Disruption marked with KanMX,NA,NA,NA
S000003196-KanMX,vid30,Disruption marked with KanMX,NA,NA,NA
S000003197-KanMX,she10,Disruption marked with KanMX,NA,NA,NA
S000003198-KanMX,sap4,Disruption marked with KanMX,NA,NA,NA
S000003199-KanMX,ygl230c,Disruption marked with KanMX,NA,NA,NA
S000003200-KanMX,emc4,Disruption marked with KanMX,NA,NA,NA
S000003201-KanMX,tan1,Disruption marked with KanMX,NA,NA,NA
S000003203-KanMX,"ade5,7",Disruption marked with KanMX,NA,NA,NA
S000003204-KanMX,ygl235w,Disruption marked with KanMX,NA,NA,NA
S000003205-KanMX,mto1,Disruption marked with KanMX,NA,NA,NA
S000003206-KanMX,hap2,Disruption marked with KanMX,NA,NA,NA
S000003209-KanMX,doc1,Disruption marked with KanMX,NA,NA,NA
S000003210-KanMX,kap114,Disruption marked with KanMX,NA,NA,NA
S000003211-KanMX,ygl242c,Disruption marked with KanMX,NA,NA,NA
S000003212-KanMX,tad1,Disruption marked with KanMX,NA,NA,NA
S000003213-KanMX,rtf1,Disruption marked with KanMX,NA,NA,NA
S000003215-KanMX,rai1,Disruption marked with KanMX,NA,NA,NA
S000003217-KanMX,pde1,Disruption marked with KanMX,NA,NA,NA
S000003218-KanMX,zip2,Disruption marked with KanMX,NA,NA,NA
S000003219-KanMX,rmr1,Disruption marked with KanMX,NA,NA,NA
S000003220-KanMX,hfm1,Disruption marked with KanMX,NA,NA,NA
S000003221-KanMX,rtg2,Disruption marked with KanMX,NA,NA,NA
S000003222-KanMX,hxk2,Disruption marked with KanMX,NA,NA,NA
S000003223-KanMX,fzf1,Disruption marked with KanMX,NA,NA,NA
S000003224-KanMX,zrt1,Disruption marked with KanMX,NA,NA,NA
S000003225-KanMX,adh4,Disruption marked with KanMX,NA,NA,NA
S000003226-KanMX,mnt2,Disruption marked with KanMX,NA,NA,NA
S000003227-KanMX,vel1,Disruption marked with KanMX,NA,NA,NA
S000003228-KanMX,yps5,Disruption marked with KanMX,NA,NA,NA
S000003229-KanMX,ygl260w,Disruption marked with KanMX,NA,NA,NA
S000003230-KanMX,pau11,Disruption marked with KanMX,NA,NA,NA
S000003231-KanMX,ygl262w,Disruption marked with KanMX,NA,NA,NA
S000003232-KanMX,cos12,Disruption marked with KanMX,NA,NA,NA
S000003233-KanMX,aml1,Disruption marked with KanMX,NA,NA,NA
S000003235-KanMX,cul3,Disruption marked with KanMX,NA,NA,NA
S000003236-KanMX,pex31,Disruption marked with KanMX,NA,NA,NA
S000003238-KanMX,prp18,Disruption marked with KanMX,NA,NA,NA
S000003239-KanMX,ect1,Disruption marked with KanMX,NA,NA,NA
S000003240-KanMX,stf2,Disruption marked with KanMX,NA,NA,NA
S000003242-KanMX,nma2,Disruption marked with KanMX,NA,NA,NA
S000003243-KanMX,ygr011w,Disruption marked with KanMX,NA,NA,NA
S000003244-KanMX,ygr012w,Disruption marked with KanMX,NA,NA,NA
S000003246-KanMX,msb2,Disruption marked with KanMX,NA,NA,NA
S000003247-KanMX,ygr015c,Disruption marked with KanMX,NA,NA,NA
S000003248-KanMX,ygr016w,Disruption marked with KanMX,NA,NA,NA
S000003249-KanMX,ygr017w,Disruption marked with KanMX,NA,NA,NA
S000003250-KanMX,ygr018c,Disruption marked with KanMX,NA,NA,NA
S000003251-KanMX,uga1,Disruption marked with KanMX,NA,NA,NA
S000003252-KanMX,vma7,Disruption marked with KanMX,NA,NA,NA
S000003253-KanMX,ygr021w,Disruption marked with KanMX,NA,NA,NA
S000003254-KanMX,ygr022c,Disruption marked with KanMX,NA,NA,NA
S000003255-KanMX,mtl1,Disruption marked with KanMX,NA,NA,NA
S000003257-KanMX,ygr025w,Disruption marked with KanMX,NA,NA,NA
S000003258-KanMX,ygr026w,Disruption marked with KanMX,NA,NA,NA
S000003259-KanMX,rps25a,Disruption marked with KanMX,NA,NA,NA
S000003263-KanMX,imo32,Disruption marked with KanMX,NA,NA,NA
S000003265-KanMX,tim21,Disruption marked with KanMX,NA,NA,NA
S000003266-KanMX,rpl26b,Disruption marked with KanMX,NA,NA,NA
S000003267-KanMX,ygr035c,Disruption marked with KanMX,NA,NA,NA
S000003268-KanMX,cax4,Disruption marked with KanMX,NA,NA,NA
S000003269-KanMX,acb1,Disruption marked with KanMX,NA,NA,NA
S000003271-KanMX,ygr039w,Disruption marked with KanMX,NA,NA,NA
S000003273-KanMX,bud9,Disruption marked with KanMX,NA,NA,NA
S000003274-KanMX,ygr042w,Disruption marked with KanMX,NA,NA,NA
S000003275-KanMX,nqm1,Disruption marked with KanMX,NA,NA,NA
S000003276-KanMX,rme1,Disruption marked with KanMX,NA,NA,NA
S000003277-KanMX,ygr045c,Disruption marked with KanMX,NA,NA,NA
S000003281-KanMX,scm4,Disruption marked with KanMX,NA,NA,NA
S000003283-KanMX,ygr051c,Disruption marked with KanMX,NA,NA,NA
S000003284-KanMX,fmp48,Disruption marked with KanMX,NA,NA,NA
S000003286-KanMX,ygr054w,Disruption marked with KanMX,NA,NA,NA
S000003287-KanMX,mup1,Disruption marked with KanMX,NA,NA,NA
S000003288-KanMX,rsc1,Disruption marked with KanMX,NA,NA,NA
S000003289-KanMX,lst7,Disruption marked with KanMX,NA,NA,NA
S000003290-KanMX,pef1,Disruption marked with KanMX,NA,NA,NA
S000003291-KanMX,spr3,Disruption marked with KanMX,NA,NA,NA
S000003293-KanMX,ade6,Disruption marked with KanMX,NA,NA,NA
S000003294-KanMX,cox18,Disruption marked with KanMX,NA,NA,NA
S000003296-KanMX,ygr064w,Disruption marked with KanMX,NA,NA,NA
S000003298-KanMX,ygr066c,Disruption marked with KanMX,NA,NA,NA
S000003299-KanMX,ygr067c,Disruption marked with KanMX,NA,NA,NA
S000003300-KanMX,art5,Disruption marked with KanMX,NA,NA,NA
S000003301-KanMX,ygr069w,Disruption marked with KanMX,NA,NA,NA
S000003302-KanMX,rom1,Disruption marked with KanMX,NA,NA,NA
S000003303-KanMX,env11,Disruption marked with KanMX,NA,NA,NA
S000003304-KanMX,upf3,Disruption marked with KanMX,NA,NA,NA
S000003308-KanMX,mrpl25,Disruption marked with KanMX,NA,NA,NA
S000003309-KanMX,pex8,Disruption marked with KanMX,NA,NA,NA
S000003310-KanMX,pac10,Disruption marked with KanMX,NA,NA,NA
S000003311-KanMX,ygr079w,Disruption marked with KanMX,NA,NA,NA
S000003312-KanMX,twf1,Disruption marked with KanMX,NA,NA,NA
S000003313-KanMX,slx9,Disruption marked with KanMX,NA,NA,NA
S000003316-KanMX,mrp13,Disruption marked with KanMX,NA,NA,NA
S000003317-KanMX,rpl11b,Disruption marked with KanMX,NA,NA,NA
S000003319-KanMX,pdc6,Disruption marked with KanMX,NA,NA,NA
S000003320-KanMX,ctt1,Disruption marked with KanMX,NA,NA,NA
S000003328-KanMX,tpc1,Disruption marked with KanMX,NA,NA,NA
S000003329-KanMX,ask10,Disruption marked with KanMX,NA,NA,NA
S000003332-KanMX,mdr1,Disruption marked with KanMX,NA,NA,NA
S000003333-KanMX,pcp1,Disruption marked with KanMX,NA,NA,NA
S000003334-KanMX,gtf1,Disruption marked with KanMX,NA,NA,NA
S000003336-KanMX,srb5,Disruption marked with KanMX,NA,NA,NA
S000003337-KanMX,vma21,Disruption marked with KanMX,NA,NA,NA
S000003339-KanMX,ygr107w,Disruption marked with KanMX,NA,NA,NA
S000003340-KanMX,clb1,Disruption marked with KanMX,NA,NA,NA
S000003341-KanMX,clb6,Disruption marked with KanMX,NA,NA,NA
S000003343-KanMX,ygr111w,Disruption marked with KanMX,NA,NA,NA
S000003344-KanMX,shy1,Disruption marked with KanMX,NA,NA,NA
S000003350-KanMX,rps23a,Disruption marked with KanMX,NA,NA,NA
S000003353-KanMX,mep1,Disruption marked with KanMX,NA,NA,NA
S000003354-KanMX,ygr122w,Disruption marked with KanMX,NA,NA,NA
S000003355-KanMX,ppt1,Disruption marked with KanMX,NA,NA,NA
S000003356-KanMX,asn2,Disruption marked with KanMX,NA,NA,NA
S000003357-KanMX,ygr125w,Disruption marked with KanMX,NA,NA,NA
S000003358-KanMX,ygr126w,Disruption marked with KanMX,NA,NA,NA
S000003359-KanMX,ygr127w,Disruption marked with KanMX,NA,NA,NA
S000003361-KanMX,syf2,Disruption marked with KanMX,NA,NA,NA
S000003362-KanMX,ygr130c,Disruption marked with KanMX,NA,NA,NA
S000003363-KanMX,fhn1,Disruption marked with KanMX,NA,NA,NA
S000003364-KanMX,phb1,Disruption marked with KanMX,NA,NA,NA
S000003365-KanMX,pex4,Disruption marked with KanMX,NA,NA,NA
S000003367-KanMX,pre9,Disruption marked with KanMX,NA,NA,NA
S000003368-KanMX,lsb1,Disruption marked with KanMX,NA,NA,NA
S000003369-KanMX,ygr137w,Disruption marked with KanMX,NA,NA,NA
S000003370-KanMX,tpo2,Disruption marked with KanMX,NA,NA,NA
S000003371-KanMX,ygr139w,Disruption marked with KanMX,NA,NA,NA
S000003373-KanMX,vps62,Disruption marked with KanMX,NA,NA,NA
S000003374-KanMX,btn2,Disruption marked with KanMX,NA,NA,NA
S000003375-KanMX,skn1,Disruption marked with KanMX,NA,NA,NA
