allele_id,allele_name,allele_type,allele_description,dna_changes,aa_changes
S000001651,KKQ8,NA,NA,NA,NA
S000001652,YKL169C,NA,NA,NA,NA
S000001653,MRPL38,NA,NA,NA,NA
S000001654,NNK1,NA,NA,NA,NA
S000001655,EBP2,NA,NA,NA,NA
S000001656,SNU114,NA,NA,NA,NA
S000001657,TPO5,NA,NA,NA,NA
S000001658,ZRT3,NA,NA,NA,NA
S000001659,LST4,NA,NA,NA,NA
S000001660,YKL177W,NA,NA,NA,NA
S000001661,STE3,NA,NA,NA,NA
S000001662,COY1,NA,NA,NA,NA
S000001663,RPL17A,NA,NA,NA,NA
S000001664,PRS1,NA,NA,NA,NA
S000001665,FAS1,NA,NA,NA,NA
S000001666,LOT5,NA,NA,NA,NA
S000001667,SPE1,NA,NA,NA,NA
S000001668,ASH1,NA,NA,NA,NA
S000001669,MTR2,NA,NA,NA,NA
S000001670,FAT3,NA,NA,NA,NA
S000001671,PXA2,NA,NA,NA,NA
S000001672,HYM1,NA,NA,NA,NA
S000001673,CNB1,NA,NA,NA,NA
S000001674,DPH2,NA,NA,NA,NA
S000001675,ACP1,NA,NA,NA,NA
S000001676,SDS22,NA,NA,NA,NA
S000001677,MST1,NA,NA,NA,NA
S000001678,MIA40,NA,NA,NA,NA
S000001679,YKT6,NA,NA,NA,NA
S000001680,PEX1,NA,NA,NA,NA
S000001681,PTK1,NA,NA,NA,NA
S000001684,MNN4,NA,NA,NA,NA
S000001685,YKL202W,NA,NA,NA,NA
S000001686,TOR2,NA,NA,NA,NA
S000001687,EAP1,NA,NA,NA,NA
S000001688,LOS1,NA,NA,NA,NA
S000001689,ADD66,NA,NA,NA,NA
S000001690,EMC3,NA,NA,NA,NA
S000001691,CBT1,NA,NA,NA,NA
S000001692,STE6,NA,NA,NA,NA
S000001693,UBA1,NA,NA,NA,NA
S000001694,TRP3,NA,NA,NA,NA
S000001695,SAC1,NA,NA,NA,NA
S000001696,DOA1,NA,NA,NA,NA
S000001697,YRA2,NA,NA,NA,NA
S000001698,OXP1,NA,NA,NA,NA
S000001699,URA1,NA,NA,NA,NA
S000001700,JEN1,NA,NA,NA,NA
S000001701,SRY1,NA,NA,NA,NA
S000001702,COS9,NA,NA,NA,NA
S000001703,FRE2,NA,NA,NA,NA
S000001704,MCH2,NA,NA,NA,NA
S000001705,YKL222C,NA,NA,NA,NA
S000001706,YKL223W,NA,NA,NA,NA
S000001707,PAU16,NA,NA,NA,NA
S000001708,YKL225W,NA,NA,NA,NA
S000001709,VPS1,NA,NA,NA,NA
S000001710,PAP1,NA,NA,NA,NA
S000001711,OSH6,NA,NA,NA,NA
S000001712,ECM9,NA,NA,NA,NA
S000001713,YKR005C,NA,NA,NA,NA
S000001714,MRPL13,NA,NA,NA,NA
S000001715,MEH1,NA,NA,NA,NA
S000001716,RSC4,NA,NA,NA,NA
S000001717,FOX2,NA,NA,NA,NA
S000001718,TOF2,NA,NA,NA,NA
S000001719,YKR011C,NA,NA,NA,NA
S000001720,YKR012C,NA,NA,NA,NA
S000001721,PRY2,NA,NA,NA,NA
S000001722,YPT52,NA,NA,NA,NA
S000001723,YKR015C,NA,NA,NA,NA
S000001724,MIC60,NA,NA,NA,NA
S000001725,HEL1,NA,NA,NA,NA
S000001726,YKR018C,NA,NA,NA,NA
S000001727,IRS4,NA,NA,NA,NA
S000001728,VPS51,NA,NA,NA,NA
S000001729,ALY1,NA,NA,NA,NA
S000001730,NTR2,NA,NA,NA,NA
S000001731,YKR023W,NA,NA,NA,NA
S000001732,DBP7,NA,NA,NA,NA
S000001733,RPC37,NA,NA,NA,NA
S000001734,GCN3,NA,NA,NA,NA
S000001735,BCH2,NA,NA,NA,NA
S000001736,SAP190,NA,NA,NA,NA
S000001737,SET3,NA,NA,NA,NA
S000001738,GMH1,NA,NA,NA,NA
S000001739,SPO14,NA,NA,NA,NA
S000001740,YKR032W,NA,NA,NA,NA
S000001741,YKR033C,NA,NA,NA,NA
S000001742,DAL80,NA,NA,NA,NA
S000001743,OPI8,NA,NA,NA,NA
S000001744,CAF4,NA,NA,NA,NA
S000001745,SPC34,NA,NA,NA,NA
S000001746,KAE1,NA,NA,NA,NA
S000001747,GAP1,NA,NA,NA,NA
S000001748,YKR040C,NA,NA,NA,NA
S000001749,YKR041W,NA,NA,NA,NA
S000001750,UTH1,NA,NA,NA,NA
S000001751,SHB17,NA,NA,NA,NA
S000001752,UIP5,NA,NA,NA,NA
S000001753,YKR045C,NA,NA,NA,NA
S000001754,PET10,NA,NA,NA,NA
S000001755,YKR047W,NA,NA,NA,NA
S000001756,NAP1,NA,NA,NA,NA
S000001757,FMP46,NA,NA,NA,NA
S000001758,TRK2,NA,NA,NA,NA
S000001759,YKR051W,NA,NA,NA,NA
S000001760,MRS4,NA,NA,NA,NA
S000001761,YSR3,NA,NA,NA,NA
S000001762,DYN1,NA,NA,NA,NA
S000001763,RHO4,NA,NA,NA,NA
S000001764,TRM2,NA,NA,NA,NA
S000001765,RPS21A,NA,NA,NA,NA
S000001766,GLG1,NA,NA,NA,NA
S000001767,TIF1,NA,NA,NA,NA
S000001768,UTP30,NA,NA,NA,NA
S000001769,KTR2,NA,NA,NA,NA
S000001770,TFA2,NA,NA,NA,NA
S000001771,LAS1,NA,NA,NA,NA
S000001772,OAF3,NA,NA,NA,NA
S000001773,PAM17,NA,NA,NA,NA
S000001774,CCP1,NA,NA,NA,NA
S000001775,GPT2,NA,NA,NA,NA
S000001776,BET3,NA,NA,NA,NA
S000001777,MET1,NA,NA,NA,NA
S000001778,YKR070W,NA,NA,NA,NA
S000001779,DRE2,NA,NA,NA,NA
S000001780,SIS2,NA,NA,NA,NA
S000001781,YKR073C,NA,NA,NA,NA
S000001782,AIM29,NA,NA,NA,NA
S000001783,YKR075C,NA,NA,NA,NA
S000001784,ECM4,NA,NA,NA,NA
S000001785,MSA2,NA,NA,NA,NA
S000001786,YKR078W,NA,NA,NA,NA
S000001787,TRZ1,NA,NA,NA,NA
S000001788,MTD1,NA,NA,NA,NA
S000001789,RPF2,NA,NA,NA,NA
S000001790,NUP133,NA,NA,NA,NA
S000001791,DAD2,NA,NA,NA,NA
S000001792,HBS1,NA,NA,NA,NA
S000001793,MRPL20,NA,NA,NA,NA
S000001794,PRP16,NA,NA,NA,NA
S000001795,OMA1,NA,NA,NA,NA
S000001796,TVP38,NA,NA,NA,NA
S000001797,TGL4,NA,NA,NA,NA
S000001798,PXL1,NA,NA,NA,NA
S000001799,SRL3,NA,NA,NA,NA
S000001800,SRP40,NA,NA,NA,NA
S000001801,PTR2,NA,NA,NA,NA
S000001802,RPL40B,NA,NA,NA,NA
S000001803,MLP1,NA,NA,NA,NA
S000001804,ESL2,NA,NA,NA,NA
S000001805,PCK1,NA,NA,NA,NA
S000001806,UBP11,NA,NA,NA,NA
S000001807,BAS1,NA,NA,NA,NA
S000001808,SKG1,NA,NA,NA,NA
S000001809,SIR1,NA,NA,NA,NA
S000001810,FLO10,NA,NA,NA,NA
S000001811,NFT1,NA,NA,NA,NA
S000001812,YKR104W,NA,NA,NA,NA
S000001813,VBA5,NA,NA,NA,NA
S000001814,GEX2,NA,NA,NA,NA
S000001817,YAL065C,NA,NA,NA,NA
S000001821,YAR030C,NA,NA,NA,NA
S000001826,YFL068W,NA,NA,NA,NA
S000001827,YFL067W,NA,NA,NA,NA
S000001828,YFL066C,NA,NA,NA,NA
S000001829,YFL065C,NA,NA,NA,NA
S000001830,YFL064C,NA,NA,NA,NA
S000001831,YFL063W,NA,NA,NA,NA
S000001832,COS4,NA,NA,NA,NA
S000001833,DDI2,NA,NA,NA,NA
S000001834,SNO3,NA,NA,NA,NA
S000001835,SNZ3,NA,NA,NA,NA
S000001836,THI5,NA,NA,NA,NA
S000001837,AAD16,NA,NA,NA,NA
S000001838,AAD6,NA,NA,NA,NA
S000001839,AGP3,NA,NA,NA,NA
S000001840,YFL054C,NA,NA,NA,NA
S000001841,DAK2,NA,NA,NA,NA
S000001842,YFL052W,NA,NA,NA,NA
S000001843,YFL051C,NA,NA,NA,NA
S000001844,ALR2,NA,NA,NA,NA
S000001845,SWP82,NA,NA,NA,NA
S000001846,EMP47,NA,NA,NA,NA
S000001847,RGD2,NA,NA,NA,NA
S000001848,FMP32,NA,NA,NA,NA
S000001849,SEC53,NA,NA,NA,NA
S000001850,OTU1,NA,NA,NA,NA
S000001852,YFL042C,NA,NA,NA,NA
S000001853,FET5,NA,NA,NA,NA
S000001854,YFL040W,NA,NA,NA,NA
S000001855,ACT1,NA,NA,NA,NA
S000001856,YPT1,NA,NA,NA,NA
S000001857,TUB2,NA,NA,NA,NA
S000001858,RPO41,NA,NA,NA,NA
S000001859,MOB2,NA,NA,NA,NA
S000001860,YFL034W,NA,NA,NA,NA
S000001861,RIM15,NA,NA,NA,NA
S000001862,YFL032W,NA,NA,NA,NA
S000001863,HAC1,NA,NA,NA,NA
S000001864,AGX1,NA,NA,NA,NA
S000001865,CAK1,NA,NA,NA,NA
S000001866,CAF16,NA,NA,NA,NA
S000001867,GYP8,NA,NA,NA,NA
S000001868,STE2,NA,NA,NA,NA
S000001869,BST1,NA,NA,NA,NA
S000001870,EPL1,NA,NA,NA,NA
S000001871,BUD27,NA,NA,NA,NA
S000001872,FRS2,NA,NA,NA,NA
S000001873,GAT1,NA,NA,NA,NA
S000001874,PAU5,NA,NA,NA,NA
S000001875,YFL019C,NA,NA,NA,NA
S000001876,LPD1,NA,NA,NA,NA
S000001877,GNA1,NA,NA,NA,NA
S000001878,MDJ1,NA,NA,NA,NA
S000001879,YFL015C,NA,NA,NA,NA
S000001880,HSP12,NA,NA,NA,NA
S000001881,IES1,NA,NA,NA,NA
S000001882,YFL012W,NA,NA,NA,NA
S000001883,HXT10,NA,NA,NA,NA
S000001884,WWM1,NA,NA,NA,NA
S000001885,CDC4,NA,NA,NA,NA
S000001886,SMC1,NA,NA,NA,NA
S000001887,BLM10,NA,NA,NA,NA
S000001889,SEC4,NA,NA,NA,NA
S000001890,VTC2,NA,NA,NA,NA
S000001891,MSH4,NA,NA,NA,NA
S000001894,SPB4,NA,NA,NA,NA
S000001895,DEG1,NA,NA,NA,NA
S000001897,LOC1,NA,NA,NA,NA
S000001898,NIC96,NA,NA,NA,NA
S000001899,YPI1,NA,NA,NA,NA
S000001900,RPN11,NA,NA,NA,NA
S000001901,SAD1,NA,NA,NA,NA
S000001902,YFR006W,NA,NA,NA,NA
S000001903,YFH7,NA,NA,NA,NA
S000001904,FAR7,NA,NA,NA,NA
S000001905,GCN20,NA,NA,NA,NA
S000001906,UBP6,NA,NA,NA,NA
S000001907,MIC19,NA,NA,NA,NA
S000001908,DCV1,NA,NA,NA,NA
S000001909,IOC3,NA,NA,NA,NA
S000001910,CMK1,NA,NA,NA,NA
S000001911,GSY1,NA,NA,NA,NA
S000001912,YFR016C,NA,NA,NA,NA
S000001913,IGD1,NA,NA,NA,NA
S000001914,YFR018C,NA,NA,NA,NA
S000001915,FAB1,NA,NA,NA,NA
S000001916,YFR020W,NA,NA,NA,NA
S000001917,ATG18,NA,NA,NA,NA
S000001918,ROG3,NA,NA,NA,NA
S000001919,PES4,NA,NA,NA,NA
S000001921,HIS2,NA,NA,NA,NA
S000001922,ULI1,NA,NA,NA,NA
S000001923,ECO1,NA,NA,NA,NA
S000001924,CDC14,NA,NA,NA,NA
S000001925,PTR3,NA,NA,NA,NA
S000001926,MET10,NA,NA,NA,NA
S000001927,SMC2,NA,NA,NA,NA
S000001928,RRT5,NA,NA,NA,NA
S000001929,QCR6,NA,NA,NA,NA
S000001930,PHO4,NA,NA,NA,NA
S000001931,YFR035C,NA,NA,NA,NA
S000001932,CDC26,NA,NA,NA,NA
S000001933,RSC8,NA,NA,NA,NA
S000001934,IRC5,NA,NA,NA,NA
S000001935,OSW7,NA,NA,NA,NA
S000001936,SAP155,NA,NA,NA,NA
S000001937,ERJ5,NA,NA,NA,NA
S000001938,KEG1,NA,NA,NA,NA
S000001939,IRC6,NA,NA,NA,NA
S000001940,DUG1,NA,NA,NA,NA
S000001941,YFR045W,NA,NA,NA,NA
S000001942,CNN1,NA,NA,NA,NA
S000001943,BNA6,NA,NA,NA,NA
S000001944,RMD8,NA,NA,NA,NA
S000001945,YMR31,NA,NA,NA,NA
S000001946,PRE4,NA,NA,NA,NA
S000001947,RET2,NA,NA,NA,NA
S000001948,RPN12,NA,NA,NA,NA
S000001949,HXK1,NA,NA,NA,NA
S000001950,YFR054C,NA,NA,NA,NA
S000001951,YFR056C,NA,NA,NA,NA
S000001952,IRC7,NA,NA,NA,NA
S000001953,YFR057W,NA,NA,NA,NA
S000001954,MEI4,NA,NA,NA,NA
S000001955,AUA1,NA,NA,NA,NA
S000001956,CWP2,NA,NA,NA,NA
S000001957,SAE3,NA,NA,NA,NA
S000002100,VMA10,NA,NA,NA,NA
S000002101,SFT1,NA,NA,NA,NA
S000002103,PMP2,NA,NA,NA,NA
S000002104,RPL2A,NA,NA,NA,NA
S000002127,SBH2,NA,NA,NA,NA
S000002128,SBH1,NA,NA,NA,NA
S000002129,ERP1,NA,NA,NA,NA
S000002133,PTC6,NA,NA,NA,NA
S000002134,FUN19,NA,NA,NA,NA
S000002135,RPL34A,NA,NA,NA,NA
S000002136,YAL004W,NA,NA,NA,NA
S000002137,YAL034C-B,NA,NA,NA,NA
S000002138,YAL042C-A,NA,NA,NA,NA
S000002139,YAL056C-A,NA,NA,NA,NA
S000002140,TDA8,NA,NA,NA,NA
S000002141,YAL064W-B,NA,NA,NA,NA
S000002142,PAU8,NA,NA,NA,NA
S000002143,YAL069W,NA,NA,NA,NA
S000002144,YAR066W,NA,NA,NA,NA
S000002145,YAR075W,NA,NA,NA,NA
S000002146,YBL005W-A,NA,NA,NA,NA
S000002147,YBL005W-B,NA,NA,NA,NA
S000002148,YBL100W-A,NA,NA,NA,NA
S000002149,YBL100W-B,NA,NA,NA,NA
S000002150,YBL109W,NA,NA,NA,NA
S000002151,YBL111C,NA,NA,NA,NA
S000002152,YBL112C,NA,NA,NA,NA
S000002153,YBL113C,NA,NA,NA,NA
S000002154,YBR012W-A,NA,NA,NA,NA
S000002155,YBR012W-B,NA,NA,NA,NA
S000002156,RPL19A,NA,NA,NA,NA
S000002157,NHP6B,NA,NA,NA,NA
S000002158,YSY6,NA,NA,NA,NA
S000002159,RMD1,NA,NA,NA,NA
S000002160,NHP10,NA,NA,NA,NA
S000002161,MCD1,NA,NA,NA,NA
S000002162,ATP16,NA,NA,NA,NA
S000002163,MED2,NA,NA,NA,NA
S000002164,PTC1,NA,NA,NA,NA
S000002165,RPT2,NA,NA,NA,NA
S000002166,APC11,NA,NA,NA,NA
S000002167,YDL009C,NA,NA,NA,NA
S000002168,GRX6,NA,NA,NA,NA
S000002169,YDL011C,NA,NA,NA,NA
S000002170,YDL012C,NA,NA,NA,NA
S000002171,SLX5,NA,NA,NA,NA
S000002172,NOP1,NA,NA,NA,NA
S000002173,TSC13,NA,NA,NA,NA
S000002174,YDL016C,NA,NA,NA,NA
S000002175,CDC7,NA,NA,NA,NA
S000002176,ERP3,NA,NA,NA,NA
S000002177,OSH2,NA,NA,NA,NA
S000002178,RPN4,NA,NA,NA,NA
S000002179,GPM2,NA,NA,NA,NA
S000002180,GPD1,NA,NA,NA,NA
S000002181,YDL023C,NA,NA,NA,NA
S000002182,DIA3,NA,NA,NA,NA
S000002183,RTK1,NA,NA,NA,NA
S000002184,YDL026W,NA,NA,NA,NA
S000002185,YDL027C,NA,NA,NA,NA
S000002186,MPS1,NA,NA,NA,NA
S000002187,ARP2,NA,NA,NA,NA
S000002188,PRP9,NA,NA,NA,NA
S000002189,DBP10,NA,NA,NA,NA
S000002190,YDL032W,NA,NA,NA,NA
S000002191,SLM3,NA,NA,NA,NA
S000002192,YDL034W,NA,NA,NA,NA
S000002193,GPR1,NA,NA,NA,NA
S000002194,PUS9,NA,NA,NA,NA
S000002195,BSC1,NA,NA,NA,NA
S000002197,PRM7,NA,NA,NA,NA
S000002198,NAT1,NA,NA,NA,NA
S000002199,YDL041W,NA,NA,NA,NA
S000002200,SIR2,NA,NA,NA,NA
S000002201,PRP11,NA,NA,NA,NA
S000002202,MTF2,NA,NA,NA,NA
S000002203,FAD1,NA,NA,NA,NA
S000002204,NPC2,NA,NA,NA,NA
S000002205,SIT4,NA,NA,NA,NA
S000002206,STP4,NA,NA,NA,NA
S000002207,KNH1,NA,NA,NA,NA
S000002208,YDL050C,NA,NA,NA,NA
S000002209,LHP1,NA,NA,NA,NA
S000002210,SLC1,NA,NA,NA,NA
S000002211,PBP4,NA,NA,NA,NA
S000002212,MCH1,NA,NA,NA,NA
S000002213,PSA1,NA,NA,NA,NA
S000002214,MBP1,NA,NA,NA,NA
S000002215,YDL057W,NA,NA,NA,NA
S000002216,USO1,NA,NA,NA,NA
S000002217,RAD59,NA,NA,NA,NA
S000002218,TSR1,NA,NA,NA,NA
S000002219,RPS29B,NA,NA,NA,NA
S000002220,YDL062W,NA,NA,NA,NA
S000002221,SYO1,NA,NA,NA,NA
S000002222,UBC9,NA,NA,NA,NA
S000002223,PEX19,NA,NA,NA,NA
S000002224,IDP1,NA,NA,NA,NA
S000002225,COX9,NA,NA,NA,NA
S000002226,YDL068W,NA,NA,NA,NA
S000002227,CBS1,NA,NA,NA,NA
S000002228,BDF2,NA,NA,NA,NA
S000002229,YDL071C,NA,NA,NA,NA
S000002230,YET3,NA,NA,NA,NA
S000002231,YDL073W,NA,NA,NA,NA
S000002232,BRE1,NA,NA,NA,NA
S000002233,RPL31A,NA,NA,NA,NA
S000002234,RXT3,NA,NA,NA,NA
S000002235,VAM6,NA,NA,NA,NA
S000002236,MDH3,NA,NA,NA,NA
S000002237,MRK1,NA,NA,NA,NA
S000002238,THI3,NA,NA,NA,NA
S000002239,RPP1A,NA,NA,NA,NA
S000002240,RPL13A,NA,NA,NA,NA
S000002241,RPS16B,NA,NA,NA,NA
S000002242,SUB2,NA,NA,NA,NA
S000002243,NDE2,NA,NA,NA,NA
S000002244,YDL086W,NA,NA,NA,NA
S000002245,LUC7,NA,NA,NA,NA
S000002246,ASM4,NA,NA,NA,NA
S000002247,NUR1,NA,NA,NA,NA
S000002248,RAM1,NA,NA,NA,NA
S000002249,UBX3,NA,NA,NA,NA
S000002250,SRP14,NA,NA,NA,NA
S000002251,PMT5,NA,NA,NA,NA
S000002252,YDL094C,NA,NA,NA,NA
S000002253,PMT1,NA,NA,NA,NA
S000002254,OPI6,NA,NA,NA,NA
S000002255,RPN6,NA,NA,NA,NA
S000002256,SNU23,NA,NA,NA,NA
S000002257,BUG1,NA,NA,NA,NA
S000002258,GET3,NA,NA,NA,NA
S000002259,DUN1,NA,NA,NA,NA
S000002260,POL3,NA,NA,NA,NA
S000002261,QRI1,NA,NA,NA,NA
S000002262,QRI7,NA,NA,NA,NA
S000002263,NSE4,NA,NA,NA,NA
S000002264,PHO2,NA,NA,NA,NA
S000002265,MSS2,NA,NA,NA,NA
S000002266,KIN28,NA,NA,NA,NA
S000002267,YDL109C,NA,NA,NA,NA
S000002268,TMA17,NA,NA,NA,NA
S000002269,RRP42,NA,NA,NA,NA
S000002270,TRM3,NA,NA,NA,NA
S000002271,ATG20,NA,NA,NA,NA
S000002272,YDL114W,NA,NA,NA,NA
S000002273,IWR1,NA,NA,NA,NA
S000002274,NUP84,NA,NA,NA,NA
S000002275,CYK3,NA,NA,NA,NA
S000002276,YDL118W,NA,NA,NA,NA
S000002277,YDL119C,NA,NA,NA,NA
S000002278,YFH1,NA,NA,NA,NA
S000002279,YDL121C,NA,NA,NA,NA
S000002280,UBP1,NA,NA,NA,NA
S000002281,SNA4,NA,NA,NA,NA
S000002282,YDL124W,NA,NA,NA,NA
S000002283,HNT1,NA,NA,NA,NA
S000002284,CDC48,NA,NA,NA,NA
S000002285,PCL2,NA,NA,NA,NA
S000002286,VCX1,NA,NA,NA,NA
S000002287,YDL129W,NA,NA,NA,NA
S000002288,RPP1B,NA,NA,NA,NA
S000002289,LYS21,NA,NA,NA,NA
S000002290,CDC53,NA,NA,NA,NA
S000002291,SRF1,NA,NA,NA,NA
S000002292,PPH21,NA,NA,NA,NA
S000002293,RPL41B,NA,NA,NA,NA
S000002294,RDI1,NA,NA,NA,NA
S000002295,RPL35B,NA,NA,NA,NA
S000002296,ARF2,NA,NA,NA,NA
S000002297,RGT2,NA,NA,NA,NA
S000002298,SCM3,NA,NA,NA,NA
S000002299,RPO21,NA,NA,NA,NA
S000002300,BPL1,NA,NA,NA,NA
S000002301,CRD1,NA,NA,NA,NA
S000002302,CCT4,NA,NA,NA,NA
S000002303,YDL144C,NA,NA,NA,NA
S000002304,COP1,NA,NA,NA,NA
S000002305,LDB17,NA,NA,NA,NA
S000002306,RPN5,NA,NA,NA,NA
S000002307,NOP14,NA,NA,NA,NA
S000002308,ATG9,NA,NA,NA,NA
S000002309,RPC53,NA,NA,NA,NA
S000002310,BUD30,NA,NA,NA,NA
S000002311,YDL152W,NA,NA,NA,NA
S000002312,SAS10,NA,NA,NA,NA
S000002313,MSH5,NA,NA,NA,NA
S000002314,CLB3,NA,NA,NA,NA
S000002315,CMR1,NA,NA,NA,NA
S000002316,YDL157C,NA,NA,NA,NA
S000002317,YDL158C,NA,NA,NA,NA
S000002318,STE7,NA,NA,NA,NA
S000002319,DHH1,NA,NA,NA,NA
S000002320,ENT1,NA,NA,NA,NA
S000002321,YDL162C,NA,NA,NA,NA
S000002322,YDL163W,NA,NA,NA,NA
S000002323,CDC9,NA,NA,NA,NA
S000002324,CDC36,NA,NA,NA,NA
S000002325,FAP7,NA,NA,NA,NA
S000002326,NRP1,NA,NA,NA,NA
S000002327,SFA1,NA,NA,NA,NA
S000002328,UGX2,NA,NA,NA,NA
S000002329,UGA3,NA,NA,NA,NA
S000002330,GLT1,NA,NA,NA,NA
S000002331,YDL172C,NA,NA,NA,NA
S000002332,PAR32,NA,NA,NA,NA
S000002333,DLD1,NA,NA,NA,NA
S000002334,AIR2,NA,NA,NA,NA
S000002335,YDL176W,NA,NA,NA,NA
S000002336,YDL177C,NA,NA,NA,NA
S000002337,DLD2,NA,NA,NA,NA
S000002338,PCL9,NA,NA,NA,NA
S000002339,YDL180W,NA,NA,NA,NA
S000002340,INH1,NA,NA,NA,NA
S000002341,LYS20,NA,NA,NA,NA
S000002342,YDL183C,NA,NA,NA,NA
S000002343,RPL41A,NA,NA,NA,NA
S000002344,VMA1,NA,NA,NA,NA
S000002345,YDL186W,NA,NA,NA,NA
S000002346,YDL187C,NA,NA,NA,NA
S000002347,PPH22,NA,NA,NA,NA
S000002348,RBS1,NA,NA,NA,NA
S000002349,UFD2,NA,NA,NA,NA
S000002350,RPL35A,NA,NA,NA,NA
S000002351,ARF1,NA,NA,NA,NA
S000002352,NUS1,NA,NA,NA,NA
S000002353,SNF3,NA,NA,NA,NA
S000002354,SEC31,NA,NA,NA,NA
S000002355,YDL196W,NA,NA,NA,NA
S000002356,ASF2,NA,NA,NA,NA
S000002357,GGC1,NA,NA,NA,NA
S000002358,YDL199C,NA,NA,NA,NA
S000002359,MGT1,NA,NA,NA,NA
S000002360,TRM8,NA,NA,NA,NA
S000002361,MRPL11,NA,NA,NA,NA
S000002362,ACK1,NA,NA,NA,NA
S000002363,RTN2,NA,NA,NA,NA
S000002364,HEM3,NA,NA,NA,NA
S000002365,YDL206W,NA,NA,NA,NA
S000002366,GLE1,NA,NA,NA,NA
S000002367,NHP2,NA,NA,NA,NA
S000002368,CWC2,NA,NA,NA,NA
S000002369,UGA4,NA,NA,NA,NA
S000002370,YDL211C,NA,NA,NA,NA
S000002371,SHR3,NA,NA,NA,NA
S000002372,NOP6,NA,NA,NA,NA
S000002373,PRR2,NA,NA,NA,NA
S000002374,GDH2,NA,NA,NA,NA
S000002375,RRI1,NA,NA,NA,NA
S000002376,TIM22,NA,NA,NA,NA
S000002377,YDL218W,NA,NA,NA,NA
S000002378,DTD1,NA,NA,NA,NA
S000002379,CDC13,NA,NA,NA,NA
S000002380,YDL221W,NA,NA,NA,NA
S000002381,FMP45,NA,NA,NA,NA
S000002382,HBT1,NA,NA,NA,NA
S000002383,WHI4,NA,NA,NA,NA
S000002384,SHS1,NA,NA,NA,NA
S000002385,GCS1,NA,NA,NA,NA
S000002386,HO,NA,NA,NA,NA
S000002387,YDL228C,NA,NA,NA,NA
S000002388,SSB1,NA,NA,NA,NA
S000002389,PTP1,NA,NA,NA,NA
S000002390,BRE4,NA,NA,NA,NA
S000002391,OST4,NA,NA,NA,NA
S000002392,MFG1,NA,NA,NA,NA
S000002393,GYP7,NA,NA,NA,NA
S000002394,YPD1,NA,NA,NA,NA
S000002395,PHO13,NA,NA,NA,NA
S000002396,AIM6,NA,NA,NA,NA
S000002397,GUD1,NA,NA,NA,NA
S000002398,ADY3,NA,NA,NA,NA
S000002399,LRG1,NA,NA,NA,NA
S000002400,YDL241W,NA,NA,NA,NA
S000002401,YDL242W,NA,NA,NA,NA
S000002402,AAD4,NA,NA,NA,NA
S000002403,THI13,NA,NA,NA,NA
S000002404,HXT15,NA,NA,NA,NA
S000002405,SOR2,NA,NA,NA,NA
S000002406,MPH2,NA,NA,NA,NA
S000002407,COS7,NA,NA,NA,NA
S000002408,NTH1,NA,NA,NA,NA
S000002409,YRB1,NA,NA,NA,NA
S000002410,RCR2,NA,NA,NA,NA
S000002411,RAD57,NA,NA,NA,NA
S000002412,MAF1,NA,NA,NA,NA
S000002413,SOK1,NA,NA,NA,NA
S000002414,TRP1,NA,NA,NA,NA
S000002415,YDR008C,NA,NA,NA,NA
S000002416,GAL3,NA,NA,NA,NA
S000002417,YDR010C,NA,NA,NA,NA
S000002418,SNQ2,NA,NA,NA,NA
S000002419,RPL4B,NA,NA,NA,NA
S000002420,PSF1,NA,NA,NA,NA
S000002421,RAD61,NA,NA,NA,NA
S000002422,YDR015C,NA,NA,NA,NA
S000002423,DAD1,NA,NA,NA,NA
S000002424,KCS1,NA,NA,NA,NA
S000002425,YDR018C,NA,NA,NA,NA
S000002426,GCV1,NA,NA,NA,NA
S000002427,DAS2,NA,NA,NA,NA
S000002428,FAL1,NA,NA,NA,NA
S000002429,ATG31,NA,NA,NA,NA
S000002430,SES1,NA,NA,NA,NA
S000002431,FYV1,NA,NA,NA,NA
S000002432,RPS11A,NA,NA,NA,NA
S000002433,NSI1,NA,NA,NA,NA
S000002434,VPS54,NA,NA,NA,NA
S000002435,REG1,NA,NA,NA,NA
S000002436,YDR029W,NA,NA,NA,NA
S000002437,RAD28,NA,NA,NA,NA
S000002438,MIX14,NA,NA,NA,NA
S000002439,PST2,NA,NA,NA,NA
S000002440,MRH1,NA,NA,NA,NA
S000002441,LYS14,NA,NA,NA,NA
S000002442,ARO3,NA,NA,NA,NA
S000002443,EHD3,NA,NA,NA,NA
S000002444,KRS1,NA,NA,NA,NA
S000002445,ENA5,NA,NA,NA,NA
S000002446,ENA2,NA,NA,NA,NA
S000002447,ENA1,NA,NA,NA,NA
S000002448,RSM10,NA,NA,NA,NA
S000002449,YDR042C,NA,NA,NA,NA
S000002450,NRG1,NA,NA,NA,NA
S000002451,HEM13,NA,NA,NA,NA
S000002452,RPC11,NA,NA,NA,NA
S000002453,BAP3,NA,NA,NA,NA
S000002454,HEM12,NA,NA,NA,NA
S000002455,YDR048C,NA,NA,NA,NA
S000002456,VMS1,NA,NA,NA,NA
S000002457,TPI1,NA,NA,NA,NA
S000002458,DET1,NA,NA,NA,NA
S000002459,DBF4,NA,NA,NA,NA
S000002460,YDR053W,NA,NA,NA,NA
S000002461,CDC34,NA,NA,NA,NA
S000002462,PST1,NA,NA,NA,NA
S000002463,YDR056C,NA,NA,NA,NA
S000002464,YOS9,NA,NA,NA,NA
