"allele_id","item_id"
"S000005562","rec21812"
"S000005563-KanMX","rec21813"
"S000005563","rec21813"
"S000005564-KanMX","rec21814"
"S000005564","rec21814"
"S000005565-KanMX","rec21815"
"S000005565","rec21815"
"S000005566-KanMX","rec21816"
"S000005566","rec21816"
"S000005567-KanMX","rec21817"
"S000005567","rec21817"
"S000005568-KanMX","rec21818"
"S000005568","rec21818"
"S000005569-KanMX","rec21819"
"S000005569","rec21819"
"S000005570-KanMX","rec21820"
"S000005570","rec21820"
"S000005571-KanMX","rec21821"
"S000005571","rec21821"
"S000005572-KanMX","rec21822"
"S000005572","rec21822"
"S000005573-KanMX","rec21823"
"S000005573","rec21823"
"S000005574-KanMX","rec21824"
"S000005574","rec21824"
"S000005575-KanMX","rec21825"
"S000005575","rec21825"
"S000005576-KanMX","rec21826"
"S000005576","rec21826"
"S000005577-KanMX","rec21827"
"S000005577","rec21827"
"S000005578-KanMX","rec21828"
"S000005578","rec21828"
"S000005579-KanMX","rec21829"
"S000005579","rec21829"
"S000005580-KanMX","rec21830"
"S000005580","rec21830"
"S000005581-KanMX","rec21831"
"S000005581","rec21831"
"S000005582-KanMX","rec21832"
"S000005582","rec21832"
"S000005583-KanMX","rec21833"
"S000005583","rec21833"
"S000005584-KanMX","rec21834"
"S000005584","rec21834"
"S000005585-KanMX","rec21835"
"S000005585","rec21835"
"S000005586-KanMX","rec21836"
"S000005586","rec21836"
"S000005587-KanMX","rec21837"
"S000005587","rec21837"
"S000005588-KanMX","rec21838"
"S000005588","rec21838"
"S000005589-KanMX","rec21839"
"S000005589","rec21839"
"S000005590-KanMX","rec21840"
"S000005590","rec21840"
"S000005591-KanMX","rec21841"
"S000005591","rec21841"
"S000005592-KanMX","rec21842"
"S000005592","rec21842"
"S000005593-KanMX","rec21843"
"S000005593","rec21843"
"S000005594-KanMX","rec21844"
"S000005594","rec21844"
"S000005595-KanMX","rec21845"
"S000005595","rec21845"
"S000005596-KanMX","rec21846"
"S000005596","rec21846"
"S000005597-KanMX","rec21847"
"S000005597","rec21847"
"S000005598-KanMX","rec21848"
"S000005598","rec21848"
"S000005599-KanMX","rec21849"
"S000005599","rec21849"
"S000005600-KanMX","rec21850"
"S000005600","rec21850"
"S000005601-KanMX","rec21851"
"S000005601","rec21851"
"S000005602-KanMX","rec21852"
"S000005602","rec21852"
"S000005603-KanMX","rec21853"
"S000005603","rec21853"
"S000005604-KanMX","rec21854"
"S000005604","rec21854"
"S000005605-KanMX","rec21855"
"S000005605","rec21855"
"S000005606-KanMX","rec21856"
"S000005606","rec21856"
"S000005607-KanMX","rec21857"
"S000005607","rec21857"
"S000005608-KanMX","rec21858"
"S000005608","rec21858"
"S000005609-KanMX","rec21859"
"S000005609","rec21859"
"S000005610-KanMX","rec21860"
"S000005610","rec21860"
"S000005611-KanMX","rec21861"
"S000005611","rec21861"
"S000005612-KanMX","rec21862"
"S000005612","rec21862"
"S000005613-KanMX","rec21863"
"S000005613","rec21863"
"S000005613-KanMX","rec21864"
"S000005613","rec21864"
"S000005615-KanMX","rec21865"
"S000005615","rec21865"
"S000005616-KanMX","rec21866"
"S000005616","rec21866"
"S000005617-KanMX","rec21867"
"S000005617","rec21867"
"S000005618-KanMX","rec21868"
"S000005618","rec21868"
"S000005619-KanMX","rec21869"
"S000005619","rec21869"
"S000005620-KanMX","rec21870"
"S000005620","rec21870"
"S000005621-KanMX","rec21871"
"S000005621","rec21871"
"S000001088-KanMX","rec21873"
"S000001088","rec21873"
"S000001089-KanMX","rec21874"
"S000001089","rec21874"
"S000001090-KanMX","rec21875"
"S000001090","rec21875"
"S000001091-KanMX","rec21876"
"S000001091","rec21876"
"S000003532-KanMX","rec21877"
"S000003532","rec21877"
"S000001092-KanMX","rec21878"
"S000001092","rec21878"
"S000001093-KanMX","rec21879"
"S000001093","rec21879"
"S000001099-KanMX","rec21885"
"S000001099","rec21885"
"S000001102-KanMX","rec21888"
"S000001102","rec21888"
"S000001103-KanMX","rec21889"
"S000001103","rec21889"
"S000001104-KanMX","rec21890"
"S000001104","rec21890"
"S000001107-KanMX","rec21893"
"S000001107","rec21893"
"S000001108-KanMX","rec21894"
"S000001108","rec21894"
"S000001110-KanMX","rec21896"
"S000001110","rec21896"
"S000001111-KanMX","rec21897"
"S000001111","rec21897"
"S000001112-KanMX","rec21898"
"S000001112","rec21898"
"S000001114-KanMX","rec21900"
"S000001114","rec21900"
"S000001115-KanMX","rec21901"
"S000001115","rec21901"
"S000001116-KanMX","rec21902"
"S000001116","rec21902"
"S000001117-KanMX","rec21903"
"S000001117","rec21903"
"S000001118-KanMX","rec21904"
"S000001118","rec21904"
"S000001119-KanMX","rec21905"
"S000001119","rec21905"
"S000001120-KanMX","rec21906"
"S000001120","rec21906"
"S000001121-KanMX","rec21907"
"S000001121","rec21907"
"S000001122-KanMX","rec21908"
"S000001122","rec21908"
"S000001123-KanMX","rec21909"
"S000001123","rec21909"
"S000001124-KanMX","rec21910"
"S000001124","rec21910"
"S000001125-KanMX","rec21911"
"S000001125","rec21911"
"S000001126-KanMX","rec21912"
"S000001126","rec21912"
"S000001127-KanMX","rec21913"
"S000001127","rec21913"
"S000001128-KanMX","rec21914"
"S000001128","rec21914"
"S000001129-KanMX","rec21915"
"S000001129","rec21915"
"S000001130-KanMX","rec21916"
"S000001130","rec21916"
"S000001133-KanMX","rec21919"
"S000001133","rec21919"
"S000001134-KanMX","rec21920"
"S000001134","rec21920"
"S000001135-KanMX","rec21921"
"S000001135","rec21921"
"S000001136-KanMX","rec21922"
"S000001136","rec21922"
"S000001137-KanMX","rec21923"
"S000001137","rec21923"
"S000001138-KanMX","rec21924"
"S000001138","rec21924"
"S000001139-KanMX","rec21925"
"S000001139","rec21925"
"S000001142-KanMX","rec21928"
"S000001142","rec21928"
"S000001143-KanMX","rec21929"
"S000001143","rec21929"
"S000001145-KanMX","rec21931"
"S000001145","rec21931"
"S000001146-KanMX","rec21932"
"S000001146","rec21932"
"S000001147-KanMX","rec21933"
"S000001147","rec21933"
"S000001148-KanMX","rec21934"
"S000001148","rec21934"
"S000001149-KanMX","rec21935"
"S000001149","rec21935"
"S000001150-KanMX","rec21936"
"S000001150","rec21936"
"S000001151-KanMX","rec21937"
"S000001151","rec21937"
"S000001152-KanMX","rec21938"
"S000001152","rec21938"
"S000001153-KanMX","rec21939"
"S000001153","rec21939"
"S000001154-KanMX","rec21940"
"S000001154","rec21940"
"S000001155-KanMX","rec21941"
"S000001155","rec21941"
"S000001156-KanMX","rec21942"
"S000001156","rec21942"
"S000001157-KanMX","rec21943"
"S000001157","rec21943"
"S000001158-KanMX","rec21944"
"S000001158","rec21944"
"S000001159-KanMX","rec21945"
"S000001159","rec21945"
"S000001160-KanMX","rec21946"
"S000001160","rec21946"
"S000001162-KanMX","rec21948"
"S000001162","rec21948"
"S000001163-KanMX","rec21949"
"S000001163","rec21949"
"S000001164-KanMX","rec21950"
"S000001164","rec21950"
"S000001165-KanMX","rec21951"
"S000001165","rec21951"
"S000001166-KanMX","rec21952"
"S000001166","rec21952"
"S000001167-KanMX","rec21953"
"S000001167","rec21953"
"S000001168-KanMX","rec21954"
"S000001168","rec21954"
"S000001171-KanMX","rec21957"
"S000001171","rec21957"
"S000001172-KanMX","rec21958"
"S000001172","rec21958"
"S000001174-KanMX","rec21960"
"S000001174","rec21960"
"S000001175-KanMX","rec21961"
"S000001175","rec21961"
"S000001176-KanMX","rec21962"
"S000001176","rec21962"
"S000001177-KanMX","rec21963"
"S000001177","rec21963"
"S000001178-KanMX","rec21964"
"S000001178","rec21964"
"S000001179-KanMX","rec21965"
"S000001179","rec21965"
"S000001180-KanMX","rec21966"
"S000001180","rec21966"
"S000001181-KanMX","rec21967"
"S000001181","rec21967"
"S000003533-KanMX","rec21968"
"S000003533","rec21968"
"S000005187-KanMX","rec21969"
"S000005187","rec21969"
"S000005186-KanMX","rec21970"
"S000005186","rec21970"
"S000005185-KanMX","rec21971"
"S000005185","rec21971"
"S000005184-KanMX","rec21972"
"S000005184","rec21972"
"S000005183-KanMX","rec21973"
"S000005183","rec21973"
"S000005182-KanMX","rec21974"
"S000005182","rec21974"
"S000005181-KanMX","rec21975"
"S000005181","rec21975"
"S000005180-KanMX","rec21976"
"S000005180","rec21976"
"S000005179-KanMX","rec21977"
"S000005179","rec21977"
"S000005178-KanMX","rec21978"
"S000005178","rec21978"
"S000005177-KanMX","rec21979"
"S000005177","rec21979"
"S000005176-KanMX","rec21980"
"S000005176","rec21980"
"S000005175-KanMX","rec21981"
"S000005175","rec21981"
"S000005174-KanMX","rec21982"
"S000005174","rec21982"
"S000005173-KanMX","rec21983"
"S000005173","rec21983"
"S000005172-KanMX","rec21984"
"S000005172","rec21984"
"S000005170-KanMX","rec21985"
"S000005170","rec21985"
"S000005171-KanMX","rec21986"
"S000005171","rec21986"
"S000005169-KanMX","rec21987"
"S000005169","rec21987"
"S000005168-KanMX","rec21988"
"S000005168","rec21988"
"S000005167-KanMX","rec21989"
"S000005167","rec21989"
"S000005166-KanMX","rec21990"
"S000005166","rec21990"
"S000005165-KanMX","rec21991"
"S000005165","rec21991"
"S000005163-KanMX","rec21993"
"S000005163","rec21993"
"S000005162-KanMX","rec21994"
"S000005162","rec21994"
"S000005161-KanMX","rec21995"
"S000005161","rec21995"
"S000005160-KanMX","rec21996"
"S000005160","rec21996"
"S000005159-KanMX","rec21997"
"S000005159","rec21997"
"S000005158-KanMX","rec21998"
"S000005158","rec21998"
"S000005157-KanMX","rec21999"
"S000005157","rec21999"
"S000005156-KanMX","rec22000"
"S000005156","rec22000"
"S000005155-KanMX","rec22001"
"S000005155","rec22001"
"S000005154-KanMX","rec22002"
"S000005154","rec22002"
"S000005151-KanMX","rec22005"
"S000005151","rec22005"
"S000005150-KanMX","rec22006"
"S000005150","rec22006"
"S000005149-KanMX","rec22007"
"S000005149","rec22007"
"S000005148-KanMX","rec22008"
"S000005148","rec22008"
"S000005146-KanMX","rec22009"
"S000005146","rec22009"
"S000005147-KanMX","rec22010"
"S000005147","rec22010"
"S000005145-KanMX","rec22011"
"S000005145","rec22011"
"S000005144-KanMX","rec22012"
"S000005144","rec22012"
"S000005143-KanMX","rec22013"
"S000005143","rec22013"
"S000005142-KanMX","rec22014"
"S000005142","rec22014"
"S000005141-KanMX","rec22015"
"S000005141","rec22015"
"S000005140-KanMX","rec22016"
"S000005140","rec22016"
"S000005139-KanMX","rec22017"
"S000005139","rec22017"
"S000005138-KanMX","rec22018"
"S000005138","rec22018"
"S000005137-KanMX","rec22019"
"S000005137","rec22019"
"S000005136-KanMX","rec22020"
"S000005136","rec22020"
"S000005135-KanMX","rec22021"
"S000005135","rec22021"
"S000005134-KanMX","rec22022"
"S000005134","rec22022"
"S000005133-KanMX","rec22023"
"S000005133","rec22023"
"S000005132-KanMX","rec22024"
"S000005132","rec22024"
"S000005131-KanMX","rec22025"
"S000005131","rec22025"
"S000005129-KanMX","rec22027"
"S000005129","rec22027"
"S000005128-KanMX","rec22028"
"S000005128","rec22028"
"S000005127-KanMX","rec22029"
"S000005127","rec22029"
"S000005126-KanMX","rec22030"
"S000005126","rec22030"
"S000005125-KanMX","rec22031"
"S000005125","rec22031"
"S000005124-KanMX","rec22032"
"S000005124","rec22032"
"S000005123-KanMX","rec22033"
"S000005123","rec22033"
"S000005122-KanMX","rec22034"
"S000005122","rec22034"
"S000005121-KanMX","rec22035"
"S000005121","rec22035"
"S000005120-KanMX","rec22036"
"S000005120","rec22036"
"S000005119-KanMX","rec22038"
"S000005119","rec22038"
"S000005117-KanMX","rec22039"
"S000005117","rec22039"
"S000005116-KanMX","rec22040"
"S000005116","rec22040"
"S000005114-KanMX","rec22041"
"S000005114","rec22041"
"S000005115-KanMX","rec22042"
"S000005115","rec22042"
"S000005113-KanMX","rec22043"
"S000005113","rec22043"
"S000005112-KanMX","rec22044"
"S000005112","rec22044"
"S000005111-KanMX","rec22045"
"S000005111","rec22045"
"S000005110-KanMX","rec22046"
"S000005110","rec22046"
"S000005109-KanMX","rec22047"
"S000005109","rec22047"
"S000005108-KanMX","rec22048"
"S000005108","rec22048"
"S000005107-KanMX","rec22049"
"S000005107","rec22049"
"S000005106-KanMX","rec22050"
"S000005106","rec22050"
"S000005105-KanMX","rec22051"
"S000005105","rec22051"
"S000005104-KanMX","rec22052"
"S000005104","rec22052"
"S000005103-KanMX","rec22053"
"S000005103","rec22053"
"S000005102-KanMX","rec22054"
"S000005102","rec22054"
"S000005101-KanMX","rec22055"
"S000005101","rec22055"
"S000005100-KanMX","rec22056"
"S000005100","rec22056"
"S000005099-KanMX","rec22057"
"S000005099","rec22057"
"S000005098-KanMX","rec22058"
"S000005098","rec22058"
"S000005097-KanMX","rec22059"
"S000005097","rec22059"
"S000005096-KanMX","rec22060"
"S000005096","rec22060"
"S000005095-KanMX","rec22061"
"S000005095","rec22061"
"S000005094-KanMX","rec22062"
"S000005094","rec22062"
"S000005093-KanMX","rec22063"
"S000005093","rec22063"
"S000005092-KanMX","rec22064"
"S000005092","rec22064"
"S000006108-KanMX","rec22065"
"S000006108","rec22065"
"S000006106-KanMX","rec22066"
"S000006106","rec22066"
"S000006107-KanMX","rec22067"
"S000006107","rec22067"
"S000006105-KanMX","rec22068"
"S000006105","rec22068"
"S000006102-KanMX","rec22070"
"S000006102","rec22070"
"S000006103-KanMX","rec22071"
"S000006103","rec22071"
"S000006101-KanMX","rec22072"
"S000006101","rec22072"
"S000006100-KanMX","rec22073"
"S000006100","rec22073"
"S000006099-KanMX","rec22074"
"S000006099","rec22074"
"S000006098-KanMX","rec22075"
"S000006098","rec22075"
"S000006097-KanMX","rec22076"
"S000006097","rec22076"
"S000006096-KanMX","rec22077"
"S000006096","rec22077"
"S000006095-KanMX","rec22078"
"S000006095","rec22078"
"S000006094-KanMX","rec22079"
"S000006094","rec22079"
"S000006093-KanMX","rec22080"
"S000006093","rec22080"
"S000006092-KanMX","rec22081"
"S000006092","rec22081"
"S000006091-KanMX","rec22082"
"S000006091","rec22082"
"S000006090-KanMX","rec22083"
"S000006090","rec22083"
"S000006089-KanMX","rec22084"
"S000006089","rec22084"
"S000006088-KanMX","rec22085"
"S000006088","rec22085"
"S000006087-KanMX","rec22086"
"S000006087","rec22086"
"S000006086-KanMX","rec22087"
"S000006086","rec22087"
"S000006085-KanMX","rec22088"
"S000006085","rec22088"
"S000006084-KanMX","rec22089"
"S000006084","rec22089"
"S000006083-KanMX","rec22090"
"S000006083","rec22090"
"S000006082-KanMX","rec22091"
"S000006082","rec22091"
"S000006081-KanMX","rec22092"
"S000006081","rec22092"
"S000006080-KanMX","rec22093"
"S000006080","rec22093"
"S000006078-KanMX","rec22095"
"S000006078","rec22095"
"S000006077-KanMX","rec22096"
"S000006077","rec22096"
"S000006076-KanMX","rec22097"
"S000006076","rec22097"
"S000006075-KanMX","rec22098"
"S000006075","rec22098"
"S000006074-KanMX","rec22099"
"S000006074","rec22099"
"S000006073-KanMX","rec22100"
"S000006073","rec22100"
"S000006072-KanMX","rec22101"
"S000006072","rec22101"
"S000006071-KanMX","rec22102"
"S000006071","rec22102"
"S000006070-KanMX","rec22103"
"S000006070","rec22103"
"S000006068-KanMX","rec22105"
"S000006068","rec22105"
"S000006066-KanMX","rec22107"
"S000006066","rec22107"
"S000006065-KanMX","rec22108"
"S000006065","rec22108"
"S000006064-KanMX","rec22109"
"S000006064","rec22109"
"S000006063-KanMX","rec22110"
"S000006063","rec22110"
"S000006062-KanMX","rec22111"
"S000006062","rec22111"
"S000006061-KanMX","rec22112"
"S000006061","rec22112"
"S000006060-KanMX","rec22113"
"S000006060","rec22113"
"S000006059-KanMX","rec22114"
"S000006059","rec22114"
"S000006057-KanMX","rec22115"
"S000006057","rec22115"
"S000006056-KanMX","rec22117"
"S000006056","rec22117"
"S000006054-KanMX","rec22119"
"S000006054","rec22119"
"S000006051-KanMX","rec22122"
"S000006051","rec22122"
"S000006050-KanMX","rec22123"
"S000006050","rec22123"
"S000006049-KanMX","rec22124"
"S000006049","rec22124"
"S000006048-KanMX","rec22125"
"S000006048","rec22125"
"S000006047-KanMX","rec22126"
"S000006047","rec22126"
"S000006046-KanMX","rec22127"
"S000006046","rec22127"
"S000006045-KanMX","rec22128"
"S000006045","rec22128"
"S000006044-KanMX","rec22129"
"S000006044","rec22129"
"S000006043-KanMX","rec22130"
"S000006043","rec22130"
"S000006042-KanMX","rec22131"
"S000006042","rec22131"
"S000006041-KanMX","rec22132"
"S000006041","rec22132"
"S000006040-KanMX","rec22133"
"S000006040","rec22133"
"S000006039-KanMX","rec22134"
"S000006039","rec22134"
"S000006038-KanMX","rec22135"
"S000006038","rec22135"
"S000006037-KanMX","rec22136"
"S000006037","rec22136"
"S000006036-KanMX","rec22137"
"S000006036","rec22137"
"S000006035-KanMX","rec22138"
"S000006035","rec22138"
"S000006034-KanMX","rec22139"
"S000006034","rec22139"
"S000006033-KanMX","rec22140"
"S000006033","rec22140"
"S000006032-KanMX","rec22141"
"S000006032","rec22141"
"S000006031-KanMX","rec22142"
"S000006031","rec22142"
"S000006030-KanMX","rec22143"
"S000006030","rec22143"
"S000006029-KanMX","rec22144"
"S000006029","rec22144"
"S000006028-KanMX","rec22145"
"S000006028","rec22145"
"S000006027-KanMX","rec22146"
"S000006027","rec22146"
"S000006026-KanMX","rec22147"
"S000006026","rec22147"
"S000006025-KanMX","rec22148"
"S000006025","rec22148"
"S000006024-KanMX","rec22149"
"S000006024","rec22149"
"S000006022-KanMX","rec22150"
"S000006022","rec22150"
"S000006023-KanMX","rec22151"
"S000006023","rec22151"
"S000006021-KanMX","rec22152"
"S000006021","rec22152"
"S000006020-KanMX","rec22153"
"S000006020","rec22153"
"S000006019-KanMX","rec22154"
"S000006019","rec22154"
"S000006018-KanMX","rec22155"
"S000006018","rec22155"
"S000006017-KanMX","rec22156"
"S000006017","rec22156"
"S000006016-KanMX","rec22157"
"S000006016","rec22157"
"S000006015-KanMX","rec22158"
"S000006015","rec22158"
"S000006014-KanMX","rec22159"
"S000006014","rec22159"
"S000006013-KanMX","rec22160"
"S000006013","rec22160"
"S000001360-KanMX","rec22257"
"S000001360","rec22257"
"S000001361-KanMX","rec22258"
"S000001361","rec22258"
"S000001362-KanMX","rec22259"
"S000001362","rec22259"
"S000001363-KanMX","rec22260"
"S000001363","rec22260"
"S000001364-KanMX","rec22261"
"S000001364","rec22261"
"S000001365-KanMX","rec22262"
"S000001365","rec22262"
"S000001366-KanMX","rec22263"
"S000001366","rec22263"
"S000001367-KanMX","rec22264"
"S000001367","rec22264"
"S000001368-KanMX","rec22265"
"S000001368","rec22265"
"S000001369-KanMX","rec22266"
"S000001369","rec22266"
"S000001370-KanMX","rec22267"
"S000001370","rec22267"
"S000001371-KanMX","rec22268"
"S000001371","rec22268"
"S000001372-KanMX","rec22269"
"S000001372","rec22269"
"S000001373-KanMX","rec22270"
"S000001373","rec22270"
"S000001374-KanMX","rec22271"
"S000001374","rec22271"
"S000001375-KanMX","rec22272"
"S000001375","rec22272"
"S000001376-KanMX","rec22273"
"S000001376","rec22273"
"S000001377-KanMX","rec22274"
"S000001377","rec22274"
"S000001378-KanMX","rec22275"
"S000001378","rec22275"
"S000001379-KanMX","rec22276"
"S000001379","rec22276"
"S000001380-KanMX","rec22277"
"S000001380","rec22277"
"S000001381-KanMX","rec22278"
"S000001381","rec22278"
"S000001382-KanMX","rec22279"
"S000001382","rec22279"
"S000001383-KanMX","rec22280"
"S000001383","rec22280"
"S000001384-KanMX","rec22281"
"S000001384","rec22281"
"S000001385-KanMX","rec22282"
"S000001385","rec22282"
"S000001386-KanMX","rec22283"
"S000001386","rec22283"
"S000001387-KanMX","rec22284"
"S000001387","rec22284"
"S000001388-KanMX","rec22285"
"S000001388","rec22285"
"S000001390-KanMX","rec22287"
"S000001390","rec22287"
"S000001391-KanMX","rec22288"
"S000001391","rec22288"
"S000001392-KanMX","rec22289"
"S000001392","rec22289"
"S000001393-KanMX","rec22290"
"S000001393","rec22290"
"S000001394-KanMX","rec22291"
"S000001394","rec22291"
"S000001395-KanMX","rec22292"
"S000001395","rec22292"
"S000001396-KanMX","rec22293"
"S000001396","rec22293"
"S000001397-KanMX","rec22294"
"S000001397","rec22294"
"S000001398-KanMX","rec22295"
"S000001398","rec22295"
"S000001399-KanMX","rec22296"
"S000001399","rec22296"
"S000001400-KanMX","rec22297"
"S000001400","rec22297"
"S000001401-KanMX","rec22298"
"S000001401","rec22298"
"S000001402-KanMX","rec22299"
"S000001402","rec22299"
"S000001403-KanMX","rec22300"
"S000001403","rec22300"
"S000001404-KanMX","rec22301"
"S000001404","rec22301"
"S000001405-KanMX","rec22302"
"S000001405","rec22302"
"S000001406-KanMX","rec22303"
"S000001406","rec22303"
"S000001407-KanMX","rec22304"
"S000001407","rec22304"
"S000001408-KanMX","rec22305"
"S000001408","rec22305"
"S000001409-KanMX","rec22306"
"S000001409","rec22306"
"S000001410-KanMX","rec22307"
"S000001410","rec22307"
"S000001411-KanMX","rec22308"
"S000001411","rec22308"
"S000001412-KanMX","rec22309"
"S000001412","rec22309"
"S000001414-KanMX","rec22311"
"S000001414","rec22311"
"S000001415-KanMX","rec22312"
"S000001415","rec22312"
"S000001416-KanMX","rec22313"
"S000001416","rec22313"
"S000001417-KanMX","rec22314"
"S000001417","rec22314"
"S000001418-KanMX","rec22315"
"S000001418","rec22315"
"S000001419-KanMX","rec22316"
"S000001419","rec22316"
"S000001420-KanMX","rec22317"
"S000001420","rec22317"
"S000001421-KanMX","rec22318"
"S000001421","rec22318"
"S000001422-KanMX","rec22319"
"S000001422","rec22319"
"S000001423-KanMX","rec22320"
"S000001423","rec22320"
"S000001424-KanMX","rec22321"
"S000001424","rec22321"
"S000001425-KanMX","rec22322"
"S000001425","rec22322"
"S000001426-KanMX","rec22323"
"S000001426","rec22323"
"S000001427-KanMX","rec22324"
"S000001427","rec22324"
"S000001428-KanMX","rec22325"
"S000001428","rec22325"
"S000001429-KanMX","rec22326"
"S000001429","rec22326"
"S000001430-KanMX","rec22327"
"S000001430","rec22327"
"S000001432-KanMX","rec22329"
"S000001432","rec22329"
"S000001433-KanMX","rec22330"
"S000001433","rec22330"
"S000001435-KanMX","rec22332"
"S000001435","rec22332"
"S000001440-KanMX","rec22337"
"S000001440","rec22337"
"S000001441-KanMX","rec22338"
"S000001441","rec22338"
"S000001442-KanMX","rec22339"
"S000001442","rec22339"
"S000001443-KanMX","rec22340"
"S000001443","rec22340"
"S000001444-KanMX","rec22341"
"S000001444","rec22341"
"S000001445-KanMX","rec22342"
"S000001445","rec22342"
"S000001446-KanMX","rec22343"
"S000001446","rec22343"
"S000001447-KanMX","rec22344"
"S000001447","rec22344"
"S000001448-KanMX","rec22345"
"S000001448","rec22345"
"S000001449-KanMX","rec22346"
"S000001449","rec22346"
"S000001450-KanMX","rec22347"
"S000001450","rec22347"
"S000001451-KanMX","rec22348"
"S000001451","rec22348"
"S000001452-KanMX","rec22349"
"S000001452","rec22349"
"S000001453-KanMX","rec22350"
"S000001453","rec22350"
"S000001454-KanMX","rec22351"
"S000001454","rec22351"
"S000001455-KanMX","rec22352"
"S000001455","rec22352"
"S000005623-KanMX","rec22353"
"S000005623","rec22353"
"S000005624-KanMX","rec22354"
"S000005624","rec22354"
"S000005625-KanMX","rec22355"
"S000005625","rec22355"
"S000005626-KanMX","rec22356"
"S000005626","rec22356"
"S000005627-KanMX","rec22357"
"S000005627","rec22357"
"S000005628-KanMX","rec22358"
"S000005628","rec22358"
"S000005629-KanMX","rec22359"
"S000005629","rec22359"
"S000005630-KanMX","rec22360"
"S000005630","rec22360"
"S000005631-KanMX","rec22361"
"S000005631","rec22361"
"S000005632-KanMX","rec22362"
"S000005632","rec22362"
"S000005633-KanMX","rec22363"
"S000005633","rec22363"
"S000005634-KanMX","rec22364"
"S000005634","rec22364"
"S000005635-KanMX","rec22365"
"S000005635","rec22365"
"S000005636-KanMX","rec22366"
"S000005636","rec22366"
"S000005637-KanMX","rec22367"
"S000005637","rec22367"
"S000005638-KanMX","rec22368"
"S000005638","rec22368"
"S000005639-KanMX","rec22369"
"S000005639","rec22369"
"S000005640-KanMX","rec22370"
"S000005640","rec22370"
"S000005641-KanMX","rec22371"
"S000005641","rec22371"
"S000005642-KanMX","rec22372"
"S000005642","rec22372"
"S000005643-KanMX","rec22373"
"S000005643","rec22373"
"S000005644-KanMX","rec22374"
"S000005644","rec22374"
"S000005645-KanMX","rec22375"
"S000005645","rec22375"
"S000005646-KanMX","rec22376"
"S000005646","rec22376"
"S000005647-KanMX","rec22377"
"S000005647","rec22377"
"S000005648-KanMX","rec22378"
"S000005648","rec22378"
"S000005649-KanMX","rec22379"
"S000005649","rec22379"
"S000005650-KanMX","rec22380"
"S000005650","rec22380"
"S000005651-KanMX","rec22381"
"S000005651","rec22381"
"S000005652-KanMX","rec22382"
"S000005652","rec22382"
"S000005653-KanMX","rec22383"
"S000005653","rec22383"
"S000005654-KanMX","rec22384"
"S000005654","rec22384"
"S000005655-KanMX","rec22385"
"S000005655","rec22385"
"S000005656-KanMX","rec22386"
"S000005656","rec22386"
"S000005657-KanMX","rec22387"
"S000005657","rec22387"
"S000005658-KanMX","rec22388"
"S000005658","rec22388"
"S000005659-KanMX","rec22389"
"S000005659","rec22389"
"S000005660-KanMX","rec22390"
"S000005660","rec22390"
"S000005661-KanMX","rec22391"
"S000005661","rec22391"
"S000005662-KanMX","rec22392"
"S000005662","rec22392"
"S000005663-KanMX","rec22393"
"S000005663","rec22393"
"S000005664-KanMX","rec22394"
"S000005664","rec22394"
"S000005665-KanMX","rec22395"
"S000005665","rec22395"
"S000005666-KanMX","rec22396"
"S000005666","rec22396"
"S000005667-KanMX","rec22397"
"S000005667","rec22397"
"S000005668-KanMX","rec22398"
"S000005668","rec22398"
"S000005669-KanMX","rec22399"
"S000005669","rec22399"
"S000005670-KanMX","rec22400"
"S000005670","rec22400"
"S000005671-KanMX","rec22401"
"S000005671","rec22401"
"S000005672-KanMX","rec22402"
"S000005672","rec22402"
"S000005673-KanMX","rec22403"
"S000005673","rec22403"
"S000005674-KanMX","rec22404"
"S000005674","rec22404"
"S000005675-KanMX","rec22405"
"S000005675","rec22405"
"S000005676-KanMX","rec22406"
"S000005676","rec22406"
"S000005677-KanMX","rec22407"
"S000005677","rec22407"
"S000005678-KanMX","rec22408"
"S000005678","rec22408"
"S000005679-KanMX","rec22409"
"S000005679","rec22409"
"S000005680-KanMX","rec22410"
"S000005680","rec22410"
"S000005681-KanMX","rec22411"
"S000005681","rec22411"
"S000005682-KanMX","rec22412"
"S000005682","rec22412"
"S000005683-KanMX","rec22413"
"S000005683","rec22413"
"S000005684-KanMX","rec22414"
"S000005684","rec22414"
"S000005685-KanMX","rec22415"
"S000005685","rec22415"
"S000005686-KanMX","rec22416"
"S000005686","rec22416"
"S000005687-KanMX","rec22417"
"S000005687","rec22417"
"S000005688-KanMX","rec22418"
"S000005688","rec22418"
"S000005689-KanMX","rec22419"
"S000005689","rec22419"
"S000005690-KanMX","rec22420"
"S000005690","rec22420"
"S000005691-KanMX","rec22421"
"S000005691","rec22421"
"S000005692-KanMX","rec22422"
"S000005692","rec22422"
"S000005693-KanMX","rec22423"
"S000005693","rec22423"
"S000005694-KanMX","rec22424"
"S000005694","rec22424"
"S000005695-KanMX","rec22425"
"S000005695","rec22425"
"S000005696-KanMX","rec22426"
"S000005696","rec22426"
"S000005697-KanMX","rec22427"
"S000005697","rec22427"
"S000005698-KanMX","rec22428"
"S000005698","rec22428"
"S000005699-KanMX","rec22429"
"S000005699","rec22429"
"S000005700-KanMX","rec22430"
"S000005700","rec22430"
"S000005701-KanMX","rec22431"
"S000005701","rec22431"
"S000005702-KanMX","rec22432"
