freezer,temp,shelf,rack,pullout,insert,row,column,pullout_label,box_label,description,type,item_id
shmoo,-20,1,1,3,1,1,2,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,1,3,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,1,4,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,1,5,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,1,6,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,1,7,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,1,8,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,2,1,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,2,2,NA,NA,NA,NA,NA
shmoo,-20,1,1,3,1,2,3,NA,NA,NA,NA,NA
