freezer,temp,shelf,rack,pullout,insert,row,column,pullout_label,box_label,description,type,item_id
shmoo,-20,2,1,1,1,6,3,Eric 1,Eric B. Primer Box 1,10 uM; TIP41-S1; Forward internal sequencing primer.,primer,TIP41-S1
shmoo,-20,2,1,1,1,6,4,Eric 1,Eric B. Primer Box 1,10 uM; TIP41-S2; Forward internal sequencing primer.,primer,TIP41-S2
shmoo,-20,2,1,1,1,6,5,Eric 1,Eric B. Primer Box 1,10 uM; YBL055C-A; Forward primer with A adaptamer. For ORF cloning.,primer,YBL055C-A
shmoo,-20,2,1,1,1,6,6,Eric 1,Eric B. Primer Box 1,10 uM; YBL055C-B; Reverse primer with B adaptamer. For ORF cloning.,primer,YBL055C-B
shmoo,-20,2,1,1,1,6,7,Eric 1,Eric B. Primer Box 1,10 uM; YBL055C-S1; Forward internal sequencing primer.,primer,YBL055C-S1
shmoo,-20,2,1,1,1,6,8,Eric 1,Eric B. Primer Box 1,10 uM; YBL055C-S2; Forward internal sequencing primer.,primer,YBL055C-S2
shmoo,-20,2,1,1,1,7,1,Eric 1,Eric B. Primer Box 1,500 uM; CDC6-A; Forward primer with A adaptamer. For ORF cloning.,primer,CDC6-A
shmoo,-20,2,1,1,1,7,2,Eric 1,Eric B. Primer Box 1,500 uM; CDC6-B; Reverse primer with B adaptamer. For ORF cloning.,primer,CDC6-B
shmoo,-20,2,1,1,1,7,3,Eric 1,Eric B. Primer Box 1,500 uM; CDC6-S1; Forward internal sequencing primer.,primer,CDC6-S1
shmoo,-20,2,1,1,1,7,4,Eric 1,Eric B. Primer Box 1,500 uM; CDC6-S2; Forward internal sequencing primer.,primer,CDC6-S2
shmoo,-20,2,1,1,1,7,5,Eric 1,Eric B. Primer Box 1,500 uM; CDC6-S3; Forward internal sequencing primer.,primer,CDC6-S3
shmoo,-20,2,1,1,1,7,6,Eric 1,Eric B. Primer Box 1,500 uM; SEC4-A; Forward primer with A adaptamer. For ORF cloning.,primer,SEC4-A
shmoo,-20,2,1,1,1,7,7,Eric 1,Eric B. Primer Box 1,500 uM; SEC4-B; Reverse primer with B adaptamer. For ORF cloning.,primer,SEC4-B
shmoo,-20,2,1,1,1,7,8,Eric 1,Eric B. Primer Box 1,500 uM; SEC4-S1; Forward internal sequencing primer.,primer,SEC4-S1
shmoo,-20,2,1,1,1,8,1,Eric 1,Eric B. Primer Box 1,10 uM; CDC6-A; Forward primer with A adaptamer. For ORF cloning.,primer,CDC6-A
shmoo,-20,2,1,1,1,8,2,Eric 1,Eric B. Primer Box 1,10 uM; CDC6-B; Reverse primer with B adaptamer. For ORF cloning.,primer,CDC6-B
shmoo,-20,2,1,1,1,8,3,Eric 1,Eric B. Primer Box 1,10 uM; CDC6-S1; Forward internal sequencing primer.,primer,CDC6-S1
shmoo,-20,2,1,1,1,8,4,Eric 1,Eric B. Primer Box 1,10 uM; CDC6-S2; Forward internal sequencing primer.,primer,CDC6-S2
shmoo,-20,2,1,1,1,8,5,Eric 1,Eric B. Primer Box 1,10 uM; CDC6-S3; Forward internal sequencing primer.,primer,CDC6-S3
shmoo,-20,2,1,1,1,8,6,Eric 1,Eric B. Primer Box 1,10 uM; SEC4-A; Forward primer with A adaptamer. For ORF cloning.,primer,SEC4-A
shmoo,-20,2,1,1,1,8,7,Eric 1,Eric B. Primer Box 1,10 uM; SEC4-B; Reverse primer with B adaptamer. For ORF cloning.,primer,SEC4-B
shmoo,-20,2,1,1,1,8,8,Eric 1,Eric B. Primer Box 1,10 uM; SEC4-S1; Forward internal sequencing primer.,primer,SEC4-S1
shmoo,-20,2,1,1,2,1,1,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-A; Forward primer with A adaptamer. For ORF cloning.,primer,SGS1-A
shmoo,-20,2,1,1,2,1,2,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,SGS1-B
shmoo,-20,2,1,1,2,1,3,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S1; Forward internal sequencing primer.,primer,SGS1-S1
shmoo,-20,2,1,1,2,1,4,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S2; Forward internal sequencing primer.,primer,SGS1-S2
shmoo,-20,2,1,1,2,1,5,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S3; Forward internal sequencing primer.,primer,SGS1-S3
shmoo,-20,2,1,1,2,1,6,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S4; Forward internal sequencing primer.,primer,SGS1-S4
shmoo,-20,2,1,1,2,1,7,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S5; Forward internal sequencing primer.,primer,SGS1-S5
shmoo,-20,2,1,1,2,1,8,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S6; Forward internal sequencing primer.,primer,SGS1-S6
shmoo,-20,2,1,1,2,2,1,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-A; Forward primer with A adaptamer. For ORF cloning.,primer,SGS1-A
shmoo,-20,2,1,1,2,2,2,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,SGS1-B
shmoo,-20,2,1,1,2,2,3,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S1; Forward internal sequencing primer.,primer,SGS1-S1
shmoo,-20,2,1,1,2,2,4,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S2; Forward internal sequencing primer.,primer,SGS1-S2
shmoo,-20,2,1,1,2,2,5,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S3; Forward internal sequencing primer.,primer,SGS1-S3
shmoo,-20,2,1,1,2,2,6,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S4; Forward internal sequencing primer.,primer,SGS1-S4
shmoo,-20,2,1,1,2,2,7,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S5; Forward internal sequencing primer.,primer,SGS1-S5
shmoo,-20,2,1,1,2,2,8,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S6; Forward internal sequencing primer.,primer,SGS1-S6
shmoo,-20,2,1,1,2,3,1,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S7; Forward internal sequencing primer.,primer,SGS1-S7
shmoo,-20,2,1,1,2,3,2,Eric 1,Eric B. Primer Box 2,500 uM; SGS1-S8; Forward internal sequencing primer.,primer,SGS1-S8
shmoo,-20,2,1,1,2,3,3,Eric 1,Eric B. Primer Box 2,500 uM; ORM1-A; Forward primer with A adaptamer. For ORF cloning.,primer,ORM1-A
shmoo,-20,2,1,1,2,3,4,Eric 1,Eric B. Primer Box 2,500 uM; ORM1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,ORM1-B
shmoo,-20,2,1,1,2,3,5,Eric 1,Eric B. Primer Box 2,500 uM; ORM1-S1; Forward internal sequencing primer.,primer,ORM1-S1
shmoo,-20,2,1,1,2,3,6,Eric 1,Eric B. Primer Box 2,500 uM; TIM17-A; Forward primer with A adaptamer. For ORF cloning.,primer,TIM17-A
shmoo,-20,2,1,1,2,3,7,Eric 1,Eric B. Primer Box 2,500 uM; TIM17-B; Reverse primer with B adaptamer. For ORF cloning.,primer,TIM17-B
shmoo,-20,2,1,1,2,3,8,Eric 1,Eric B. Primer Box 2,500 uM; TIM17-S1; Forward internal sequencing primer.,primer,TIM17-S1
shmoo,-20,2,1,1,2,4,1,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S7; Forward internal sequencing primer.,primer,SGS1-S7
shmoo,-20,2,1,1,2,4,2,Eric 1,Eric B. Primer Box 2,10 uM; SGS1-S8; Forward internal sequencing primer.,primer,SGS1-S8
shmoo,-20,2,1,1,2,4,3,Eric 1,Eric B. Primer Box 2,10 uM; ORM1-A; Forward primer with A adaptamer. For ORF cloning.,primer,ORM1-A
shmoo,-20,2,1,1,2,4,4,Eric 1,Eric B. Primer Box 2,10 uM; ORM1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,ORM1-B
shmoo,-20,2,1,1,2,4,5,Eric 1,Eric B. Primer Box 2,10 uM; ORM1-S1; Forward internal sequencing primer.,primer,ORM1-S1
shmoo,-20,2,1,1,2,4,6,Eric 1,Eric B. Primer Box 2,10 uM; TIM17-A; Forward primer with A adaptamer. For ORF cloning.,primer,TIM17-A
shmoo,-20,2,1,1,2,4,7,Eric 1,Eric B. Primer Box 2,10 uM; TIM17-B; Reverse primer with B adaptamer. For ORF cloning.,primer,TIM17-B
shmoo,-20,2,1,1,2,4,8,Eric 1,Eric B. Primer Box 2,10 uM; TIM17-S1; Forward internal sequencing primer.,primer,TIM17-S1
shmoo,-20,2,1,1,2,5,1,Eric 1,Eric B. Primer Box 2,500 uM; AKR2-A; Forward primer with A adaptamer. For ORF cloning.,primer,AKR2-A
shmoo,-20,2,1,1,2,5,2,Eric 1,Eric B. Primer Box 2,500 uM; AKR2-B; Reverse primer with B adaptamer. For ORF cloning.,primer,AKR2-B
shmoo,-20,2,1,1,2,5,3,Eric 1,Eric B. Primer Box 2,500 uM; AKR2-S1; Forward internal sequencing primer.,primer,AKR2-S1
shmoo,-20,2,1,1,2,5,4,Eric 1,Eric B. Primer Box 2,500 uM; AKR2-S2; Forward internal sequencing primer.,primer,AKR2-S2
shmoo,-20,2,1,1,2,5,5,Eric 1,Eric B. Primer Box 2,500 uM; AKR2-S3; Forward internal sequencing primer.,primer,AKR2-S3
shmoo,-20,2,1,1,2,5,6,Eric 1,Eric B. Primer Box 2,500 uM; AKR2-S4; Forward internal sequencing primer.,primer,AKR2-S4
shmoo,-20,2,1,1,2,5,7,Eric 1,Eric B. Primer Box 2,500 uM; ARF1-A; Forward primer with A adaptamer. For ORF cloning.,primer,ARF1-A
shmoo,-20,2,1,1,2,5,8,Eric 1,Eric B. Primer Box 2,500 uM; ARF1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,ARF1-B
shmoo,-20,2,1,1,2,6,1,Eric 1,Eric B. Primer Box 2,10 uM; AKR2-A; Forward primer with A adaptamer. For ORF cloning.,primer,AKR2-A
shmoo,-20,2,1,1,2,6,2,Eric 1,Eric B. Primer Box 2,10 uM; AKR2-B; Reverse primer with B adaptamer. For ORF cloning.,primer,AKR2-B
shmoo,-20,2,1,1,2,6,3,Eric 1,Eric B. Primer Box 2,10 uM; AKR2-S1; Forward internal sequencing primer.,primer,AKR2-S1
shmoo,-20,2,1,1,2,6,4,Eric 1,Eric B. Primer Box 2,10 uM; AKR2-S2; Forward internal sequencing primer.,primer,AKR2-S2
shmoo,-20,2,1,1,2,6,5,Eric 1,Eric B. Primer Box 2,10 uM; AKR2-S3; Forward internal sequencing primer.,primer,AKR2-S3
shmoo,-20,2,1,1,2,6,6,Eric 1,Eric B. Primer Box 2,10 uM; AKR2-S4; Forward internal sequencing primer.,primer,AKR2-S4
shmoo,-20,2,1,1,2,6,7,Eric 1,Eric B. Primer Box 2,10 uM; ARF1-A; Forward primer with A adaptamer. For ORF cloning.,primer,ARF1-A
shmoo,-20,2,1,1,2,6,8,Eric 1,Eric B. Primer Box 2,10 uM; ARF1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,ARF1-B
shmoo,-20,2,1,1,2,7,1,Eric 1,Eric B. Primer Box 2,500 uM; AKR1-A; Forward primer with A adaptamer. For ORF cloning.,primer,AKR1-A
shmoo,-20,2,1,1,2,7,2,Eric 1,Eric B. Primer Box 2,500 uM; AKR1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,AKR1-B
shmoo,-20,2,1,1,2,7,3,Eric 1,Eric B. Primer Box 2,500 uM; AKR1-S1; Forward internal sequencing primer.,primer,AKR1-S1
shmoo,-20,2,1,1,2,7,4,Eric 1,Eric B. Primer Box 2,500 uM; AKR1-S2; Forward internal sequencing primer.,primer,AKR1-S2
shmoo,-20,2,1,1,2,7,5,Eric 1,Eric B. Primer Box 2,500 uM; AKR1-S3; Forward internal sequencing primer.,primer,AKR1-S3
shmoo,-20,2,1,1,2,7,6,Eric 1,Eric B. Primer Box 2,500 uM; AKR1-S4; Forward internal sequencing primer.,primer,AKR1-S4
shmoo,-20,2,1,1,2,7,7,Eric 1,Eric B. Primer Box 2,500 uM; ARF2-A; Forward primer with A adaptamer. For ORF cloning.,primer,ARF2-A
shmoo,-20,2,1,1,2,7,8,Eric 1,Eric B. Primer Box 2,500 uM; ARF2-B; Reverse primer with B adaptamer. For ORF cloning.,primer,ARF2-B
shmoo,-20,2,1,1,2,8,1,Eric 1,Eric B. Primer Box 2,10 uM; AKR1-A; Forward primer with A adaptamer. For ORF cloning.,primer,AKR1-A
shmoo,-20,2,1,1,2,8,2,Eric 1,Eric B. Primer Box 2,10 uM; AKR1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,AKR1-B
shmoo,-20,2,1,1,2,8,3,Eric 1,Eric B. Primer Box 2,10 uM; AKR1-S1; Forward internal sequencing primer.,primer,AKR1-S1
shmoo,-20,2,1,1,2,8,4,Eric 1,Eric B. Primer Box 2,10 uM; AKR1-S2; Forward internal sequencing primer.,primer,AKR1-S2
shmoo,-20,2,1,1,2,8,5,Eric 1,Eric B. Primer Box 2,10 uM; AKR1-S3; Forward internal sequencing primer.,primer,AKR1-S3
shmoo,-20,2,1,1,2,8,6,Eric 1,Eric B. Primer Box 2,10 uM; AKR1-S4; Forward internal sequencing primer.,primer,AKR1-S4
shmoo,-20,2,1,1,2,8,7,Eric 1,Eric B. Primer Box 2,10 uM; ARF2-A; Forward primer with A adaptamer. For ORF cloning.,primer,ARF2-A
shmoo,-20,2,1,1,2,8,8,Eric 1,Eric B. Primer Box 2,10 uM; ARF2-B; Reverse primer with B adaptamer. For ORF cloning.,primer,ARF2-B
shmoo,-20,2,1,1,3,1,1,Eric 1,Eric B. Primer Box 3,500 uM; AIM25-A; Forward primer with A adaptamer. For ORF cloning.,primer,AIM25-A
shmoo,-20,2,1,1,3,1,2,Eric 1,Eric B. Primer Box 3,500 uM; AIM25-B; Reverse primer with B adaptamer. For ORF cloning.,primer,AIM25-B
shmoo,-20,2,1,1,3,1,3,Eric 1,Eric B. Primer Box 3,500 uM; AIM25-S1; Forward internal sequencing primer.,primer,AIM25-S1
shmoo,-20,2,1,1,3,1,4,Eric 1,Eric B. Primer Box 3,500 uM; SMP3-A; Forward primer with A adaptamer. For ORF cloning.,primer,SMP3-A
shmoo,-20,2,1,1,3,1,5,Eric 1,Eric B. Primer Box 3,500 uM; SMP3-B; Reverse primer with B adaptamer. For ORF cloning.,primer,SMP3-B
shmoo,-20,2,1,1,3,1,6,Eric 1,Eric B. Primer Box 3,500 uM; SMP3-S1; Forward internal sequencing primer.,primer,SMP3-S1
shmoo,-20,2,1,1,3,1,7,Eric 1,Eric B. Primer Box 3,500 uM; SMP3-S2; Forward internal sequencing primer.,primer,SMP3-S2
shmoo,-20,2,1,1,3,1,8,Eric 1,Eric B. Primer Box 3,500 uM; SMP3-S3; Forward internal sequencing primer.,primer,SMP3-S3
shmoo,-20,2,1,1,3,2,1,Eric 1,Eric B. Primer Box 3,10 uM; AIM25-A; Forward primer with A adaptamer. For ORF cloning.,primer,AIM25-A
shmoo,-20,2,1,1,3,2,2,Eric 1,Eric B. Primer Box 3,10 uM; AIM25-B; Reverse primer with B adaptamer. For ORF cloning.,primer,AIM25-B
shmoo,-20,2,1,1,3,2,3,Eric 1,Eric B. Primer Box 3,10 uM; AIM25-S1; Forward internal sequencing primer.,primer,AIM25-S1
shmoo,-20,2,1,1,3,2,4,Eric 1,Eric B. Primer Box 3,10 uM; SMP3-A; Forward primer with A adaptamer. For ORF cloning.,primer,SMP3-A
shmoo,-20,2,1,1,3,2,5,Eric 1,Eric B. Primer Box 3,10 uM; SMP3-B; Reverse primer with B adaptamer. For ORF cloning.,primer,SMP3-B
shmoo,-20,2,1,1,3,2,6,Eric 1,Eric B. Primer Box 3,10 uM; SMP3-S1; Forward internal sequencing primer.,primer,SMP3-S1
shmoo,-20,2,1,1,3,2,7,Eric 1,Eric B. Primer Box 3,10 uM; SMP3-S2; Forward internal sequencing primer.,primer,SMP3-S2
shmoo,-20,2,1,1,3,2,8,Eric 1,Eric B. Primer Box 3,10 uM; SMP3-S3; Forward internal sequencing primer.,primer,SMP3-S3
shmoo,-20,2,1,1,3,3,1,Eric 1,Eric B. Primer Box 3,"500 uM; ADE5,7-A; Forward primer with A adaptamer. For ORF cloning.",primer,"ADE5,7-A"
shmoo,-20,2,1,1,3,3,2,Eric 1,Eric B. Primer Box 3,"500 uM; ADE5,7-B; Reverse primer with B adaptamer. For ORF cloning.",primer,"ADE5,7-B"
shmoo,-20,2,1,1,3,3,3,Eric 1,Eric B. Primer Box 3,"500 uM; ADE5,7-S1; Forward internal sequencing primer.",primer,"ADE5,7-S1"
shmoo,-20,2,1,1,3,3,4,Eric 1,Eric B. Primer Box 3,"500 uM; ADE5,7-S2; Forward internal sequencing primer.",primer,"ADE5,7-S2"
shmoo,-20,2,1,1,3,3,5,Eric 1,Eric B. Primer Box 3,"500 uM; ADE5,7-S3; Forward internal sequencing primer.",primer,"ADE5,7-S3"
shmoo,-20,2,1,1,3,3,6,Eric 1,Eric B. Primer Box 3,"500 uM; ADE5,7-S4; Forward internal sequencing primer.",primer,"ADE5,7-S4"
shmoo,-20,2,1,1,3,3,7,Eric 1,Eric B. Primer Box 3,500 uM; BUR6-A; Forward primer with A adaptamer. For ORF cloning.,primer,BUR6-A
shmoo,-20,2,1,1,3,3,8,Eric 1,Eric B. Primer Box 3,500 uM; BUR6-B; Reverse primer with B adaptamer. For ORF cloning.,primer,BUR6-B
shmoo,-20,2,1,1,3,4,1,Eric 1,Eric B. Primer Box 3,"10 uM; ADE5,7-A; Forward primer with A adaptamer. For ORF cloning.",primer,"ADE5,7-A"
shmoo,-20,2,1,1,3,4,2,Eric 1,Eric B. Primer Box 3,"10 uM; ADE5,7-B; Reverse primer with B adaptamer. For ORF cloning.",primer,"ADE5,7-B"
shmoo,-20,2,1,1,3,4,3,Eric 1,Eric B. Primer Box 3,"10 uM; ADE5,7-S1; Forward internal sequencing primer.",primer,"ADE5,7-S1"
shmoo,-20,2,1,1,3,4,4,Eric 1,Eric B. Primer Box 3,"10 uM; ADE5,7-S2; Forward internal sequencing primer.",primer,"ADE5,7-S2"
shmoo,-20,2,1,1,3,4,5,Eric 1,Eric B. Primer Box 3,"10 uM; ADE5,7-S3; Forward internal sequencing primer.",primer,"ADE5,7-S3"
shmoo,-20,2,1,1,3,4,6,Eric 1,Eric B. Primer Box 3,"10 uM; ADE5,7-S4; Forward internal sequencing primer.",primer,"ADE5,7-S4"
shmoo,-20,2,1,1,3,4,7,Eric 1,Eric B. Primer Box 3,10 uM; BUR6-A; Forward primer with A adaptamer. For ORF cloning.,primer,BUR6-A
shmoo,-20,2,1,1,3,4,8,Eric 1,Eric B. Primer Box 3,10 uM; BUR6-B; Reverse primer with B adaptamer. For ORF cloning.,primer,BUR6-B
shmoo,-20,2,1,1,3,5,1,Eric 1,Eric B. Primer Box 3,500 uM; YNL260C-A; Forward primer with A adaptamer. For ORF cloning.,primer,YNL260C-A
shmoo,-20,2,1,1,3,5,2,Eric 1,Eric B. Primer Box 3,500 uM; YNL260C-B; Reverse primer with B adaptamer. For ORF cloning.,primer,YNL260C-B
shmoo,-20,2,1,1,3,5,3,Eric 1,Eric B. Primer Box 3,500 uM; YNL260C-S1; Forward internal sequencing primer.,primer,YNL260C-S1
shmoo,-20,2,1,1,3,5,4,Eric 1,Eric B. Primer Box 3,500 uM; YNL260C-S2; Forward internal sequencing primer.,primer,YNL260C-S2
shmoo,-20,2,1,1,3,5,5,Eric 1,Eric B. Primer Box 3,500 uM; YNL260C-S3; Forward internal sequencing primer.,primer,YNL260C-S3
shmoo,-20,2,1,1,3,5,6,Eric 1,Eric B. Primer Box 3,500 uM; TSA1-A; Forward primer with A adaptamer. For ORF cloning.,primer,TSA1-A
shmoo,-20,2,1,1,3,5,7,Eric 1,Eric B. Primer Box 3,500 uM; TSA1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,TSA1-B
shmoo,-20,2,1,1,3,5,8,Eric 1,Eric B. Primer Box 3,500 uM; TSA1-S1; Forward internal sequencing primer.,primer,TSA1-S1
shmoo,-20,2,1,1,3,6,1,Eric 1,Eric B. Primer Box 3,10 uM; YNL260C-A; Forward primer with A adaptamer. For ORF cloning.,primer,YNL260C-A
shmoo,-20,2,1,1,3,6,2,Eric 1,Eric B. Primer Box 3,10 uM; YNL260C-B; Reverse primer with B adaptamer. For ORF cloning.,primer,YNL260C-B
shmoo,-20,2,1,1,3,6,3,Eric 1,Eric B. Primer Box 3,10 uM; YNL260C-S1; Forward internal sequencing primer.,primer,YNL260C-S1
shmoo,-20,2,1,1,3,6,4,Eric 1,Eric B. Primer Box 3,10 uM; YNL260C-S2; Forward internal sequencing primer.,primer,YNL260C-S2
shmoo,-20,2,1,1,3,6,5,Eric 1,Eric B. Primer Box 3,10 uM; YNL260C-S3; Forward internal sequencing primer.,primer,YNL260C-S3
shmoo,-20,2,1,1,3,6,6,Eric 1,Eric B. Primer Box 3,10 uM; TSA1-A; Forward primer with A adaptamer. For ORF cloning.,primer,TSA1-A
shmoo,-20,2,1,1,3,6,7,Eric 1,Eric B. Primer Box 3,10 uM; TSA1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,TSA1-B
shmoo,-20,2,1,1,3,6,8,Eric 1,Eric B. Primer Box 3,10 uM; TSA1-S1; Forward internal sequencing primer.,primer,TSA1-S1
shmoo,-20,2,1,1,3,7,1,Eric 1,Eric B. Primer Box 3,500 uM; HSF1-A; Forward primer with A adaptamer. For ORF cloning.,primer,HSF1-A
shmoo,-20,2,1,1,3,7,2,Eric 1,Eric B. Primer Box 3,500 uM; HSF1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,HSF1-B
shmoo,-20,2,1,1,3,7,3,Eric 1,Eric B. Primer Box 3,500 uM; HSF1-S1; Forward internal sequencing primer.,primer,HSF1-S1
shmoo,-20,2,1,1,3,7,4,Eric 1,Eric B. Primer Box 3,500 uM; HSF1-S2; Forward internal sequencing primer.,primer,HSF1-S2
shmoo,-20,2,1,1,3,7,5,Eric 1,Eric B. Primer Box 3,500 uM; HSF1-S3; Forward internal sequencing primer.,primer,HSF1-S3
shmoo,-20,2,1,1,3,7,6,Eric 1,Eric B. Primer Box 3,500 uM; HSF1-S4; Forward internal sequencing primer.,primer,HSF1-S4
shmoo,-20,2,1,1,3,7,7,Eric 1,Eric B. Primer Box 3,500 uM; HSF1-S5; Forward internal sequencing primer.,primer,HSF1-S5
shmoo,-20,2,1,1,3,7,8,Eric 1,Eric B. Primer Box 3,empty,empty,empty
shmoo,-20,2,1,1,3,8,1,Eric 1,Eric B. Primer Box 3,10 uM; HSF1-A; Forward primer with A adaptamer. For ORF cloning.,primer,HSF1-A
shmoo,-20,2,1,1,3,8,2,Eric 1,Eric B. Primer Box 3,10 uM; HSF1-B; Reverse primer with B adaptamer. For ORF cloning.,primer,HSF1-B
shmoo,-20,2,1,1,3,8,3,Eric 1,Eric B. Primer Box 3,10 uM; HSF1-S1; Forward internal sequencing primer.,primer,HSF1-S1
shmoo,-20,2,1,1,3,8,4,Eric 1,Eric B. Primer Box 3,10 uM; HSF1-S2; Forward internal sequencing primer.,primer,HSF1-S2
shmoo,-20,2,1,1,3,8,5,Eric 1,Eric B. Primer Box 3,10 uM; HSF1-S3; Forward internal sequencing primer.,primer,HSF1-S3
shmoo,-20,2,1,1,3,8,6,Eric 1,Eric B. Primer Box 3,10 uM; HSF1-S4; Forward internal sequencing primer.,primer,HSF1-S4
shmoo,-20,2,1,1,3,8,7,Eric 1,Eric B. Primer Box 3,10 uM; HSF1-S5; Forward internal sequencing primer.,primer,HSF1-S5
shmoo,-20,2,1,1,3,8,8,Eric 1,Eric B. Primer Box 3,empty,empty,empty
shmoo,-20,2,1,2,1,1,1,Eric 2,Eric B. Primer Box 4,"500 uM; KlURA3-B-F; Forward K. Lactis URA3 primer with B adaptamer. Use with e.g. pWJ1063 plasmid template. For use in pop-in pop-out, and URA3 tagging.",primer,KlURA3-B-F
shmoo,-20,2,1,2,1,1,2,Eric 2,Eric B. Primer Box 4,500 uM; KlURA3-int-R; Reverse K. Lactis URA3 internal primer. Use with e.g. pWJ1063 plasmid template. For use in pop-in.,primer,KlURA3-int-R
shmoo,-20,2,1,2,1,1,3,Eric 2,Eric B. Primer Box 4,500 uM; KlURA3-int-F; Forward K. Lactis URA3 internal primer. Use with e.g. pWJ1063 plasmid template. For use in pop-in.,primer,KlURA3-int-F
shmoo,-20,2,1,2,1,1,4,Eric 2,Eric B. Primer Box 4,"500 uM; KlURA3-A-R; Reverse K. Lactis URA3 primer with B adaptamer. Use with e.g. pWJ1063 plasmid template. For use in pop-in pop-out, and URA3 tagging.",primer,KlURA3-A-R
shmoo,-20,2,1,2,1,1,5,Eric 2,Eric B. Primer Box 4,500 uM; POL1-A-F; Forward POL1 primer with A adaptamer. For ORF cloning.,primer,POL1-A-F
shmoo,-20,2,1,2,1,1,6,Eric 2,Eric B. Primer Box 4,500 uM; POL1-B-R; Reverse POL1 primer with B adaptamer. For ORF cloning.,primer,POL1-B-R
shmoo,-20,2,1,2,1,1,7,Eric 2,Eric B. Primer Box 4,500 uM; pol1-DIL142AAA-F; Forward pol1-DIL142AAA mutagenic primer.,primer,pol1-DIL142AAA-F
shmoo,-20,2,1,2,1,1,8,Eric 2,Eric B. Primer Box 4,500 uM; pol1-DIL142AAA-R; Reverse pol1-DIL142AAA mutagenic primer.,primer,pol1-DIL142AAA-R
shmoo,-20,2,1,2,1,2,1,Eric 2,Eric B. Primer Box 4,"10 uM; KlURA3-B-F; Forward K. Lactis URA3 primer with B adaptamer. Use with e.g. pWJ1063 plasmid template. For use in pop-in pop-out, and URA3 tagging.",primer,KlURA3-B-F
shmoo,-20,2,1,2,1,2,2,Eric 2,Eric B. Primer Box 4,10 uM; KlURA3-int-R; Reverse K. Lactis URA3 internal primer. Use with e.g. pWJ1063 plasmid template. For use in pop-in.,primer,KlURA3-int-R
shmoo,-20,2,1,2,1,2,3,Eric 2,Eric B. Primer Box 4,10 uM; KlURA3-int-F; Forward K. Lactis URA3 internal primer. Use with e.g. pWJ1063 plasmid template. For use in pop-in.,primer,KlURA3-int-F
shmoo,-20,2,1,2,1,2,4,Eric 2,Eric B. Primer Box 4,"10 uM; KlURA3-A-R; Reverse K. Lactis URA3 primer with B adaptamer. Use with e.g. pWJ1063 plasmid template. For use in pop-in pop-out, and URA3 tagging.",primer,KlURA3-A-R
shmoo,-20,2,1,2,1,2,5,Eric 2,Eric B. Primer Box 4,10 uM; POL1-A-F; Forward POL1 primer with A adaptamer. For ORF cloning.,primer,POL1-A-F
shmoo,-20,2,1,2,1,2,6,Eric 2,Eric B. Primer Box 4,10 uM; POL1-B-R; Reverse POL1 primer with B adaptamer. For ORF cloning.,primer,POL1-B-R
shmoo,-20,2,1,2,1,2,7,Eric 2,Eric B. Primer Box 4,10 uM; pol1-DIL142AAA-F; Forward pol1-DIL142AAA mutagenic primer.,primer,pol1-DIL142AAA-F
shmoo,-20,2,1,2,1,2,8,Eric 2,Eric B. Primer Box 4,10 uM; pol1-DIL142AAA-R; Reverse pol1-DIL142AAA mutagenic primer.,primer,pol1-DIL142AAA-R
shmoo,-20,2,1,2,1,3,1,Eric 2,Eric B. Primer Box 4,500 uM; POL1-QC-F; Forward POL1 external QC primer for genome integrations.,primer,POL1-QC-F
shmoo,-20,2,1,2,1,3,2,Eric 2,Eric B. Primer Box 4,500 uM; POL1-S1; Forward POL1 internal sequencing primer,primer,POL1-S1
shmoo,-20,2,1,2,1,3,3,Eric 2,Eric B. Primer Box 4,500 uM; POL1-S2; Forward POL1 internal sequencing primer,primer,POL1-S2
